,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
Anxa1.6,1.12E-43,0.317184017,0.951,0.824,1.99E-39,6,Anxa1
Gadd45b.6,1.60E-43,-0.809315972,0.128,0.365,2.82E-39,6,Gadd45b
Calm1.6,2.20E-43,0.373531683,0.907,0.827,3.89E-39,6,Calm1
Lims2.6,4.50E-43,0.46328708,0.235,0.091,7.96E-39,6,Lims2
Tek.6,5.68E-42,0.484911758,0.347,0.17,1.01E-37,6,Tek
Ier3.6,2.05E-41,-0.786908376,0.204,0.435,3.63E-37,6,Ier3
Lrrn4cl.6,2.10E-41,0.447090215,0.655,0.454,3.72E-37,6,Lrrn4cl
Ecm1.6,4.91E-41,0.449218252,0.76,0.609,8.69E-37,6,Ecm1
Nfkbiz.6,8.45E-41,-0.707560147,0.412,0.602,1.50E-36,6,Nfkbiz
Pla1a.6,2.07E-39,0.432188881,0.522,0.311,3.67E-35,6,Pla1a
Ccn3.6,2.32E-39,0.451446166,0.434,0.247,4.11E-35,6,Ccn3
Antxr2.6,2.77E-39,0.484400703,0.51,0.321,4.90E-35,6,Antxr2
Igfbp5.6,3.29E-39,0.458732969,0.837,0.687,5.82E-35,6,Igfbp5
Pthlh.6,5.38E-39,0.3411548,0.137,0.041,9.53E-35,6,Pthlh
Creb5.6,6.40E-39,0.460593227,0.527,0.332,1.13E-34,6,Creb5
Bgn.6,1.44E-38,-0.696179003,0.517,0.655,2.55E-34,6,Bgn
Fosb.6,1.65E-38,-0.490335224,0.787,0.886,2.93E-34,6,Fosb
Ablim1.6,3.01E-38,0.463508219,0.538,0.343,5.32E-34,6,Ablim1
C4b.6,3.56E-38,-0.786407625,0.202,0.42,6.31E-34,6,C4b
Emp3.6,9.47E-38,0.495998593,0.663,0.518,1.68E-33,6,Emp3
Ifrd1.6,1.09E-37,-0.621151608,0.314,0.532,1.93E-33,6,Ifrd1
Postn.6,4.08E-37,-0.651604659,0.397,0.615,7.23E-33,6,Postn
Ltbp4.6,6.25E-37,0.380823899,0.666,0.466,1.11E-32,6,Ltbp4
Cxcl1.6,6.46E-37,-0.840045426,0.465,0.631,1.14E-32,6,Cxcl1
Lamc1.6,1.54E-36,0.41120786,0.672,0.514,2.73E-32,6,Lamc1
S100a13.6,2.52E-36,0.41113193,0.696,0.54,4.46E-32,6,S100a13
Crip2.6,1.25E-35,0.439580697,0.51,0.324,2.20E-31,6,Crip2
Islr.6,5.44E-35,0.429681713,0.634,0.482,9.63E-31,6,Islr
Timp2.6,1.61E-34,0.287555283,0.94,0.85,2.85E-30,6,Timp2
Fn1.6,2.34E-34,0.290510932,0.967,0.85,4.14E-30,6,Fn1
Cavin1.6,2.83E-34,0.385962019,0.724,0.56,5.00E-30,6,Cavin1
Kcp.6,4.12E-34,0.298429402,0.125,0.038,7.29E-30,6,Kcp
Apod.6,6.25E-34,-1.149732274,0.467,0.615,1.11E-29,6,Apod
Dbn1.6,1.85E-33,0.502725358,0.39,0.23,3.28E-29,6,Dbn1
Cxcl14.6,5.55E-33,-1.560279197,0.125,0.308,9.83E-29,6,Cxcl14
Serpinb6a.6,7.85E-33,0.328240999,0.804,0.666,1.39E-28,6,Serpinb6a
Cmah.6,1.19E-32,0.466514197,0.397,0.227,2.11E-28,6,Cmah
Adamts1.6,1.91E-32,-0.670758455,0.405,0.592,3.38E-28,6,Adamts1
Sfrp1.6,2.17E-32,-0.941689398,0.103,0.288,3.85E-28,6,Sfrp1
Dact2.6,4.94E-32,0.341435641,0.126,0.04,8.74E-28,6,Dact2
Gas6.6,5.73E-32,-0.795143972,0.175,0.368,1.01E-27,6,Gas6
Steap4.6,1.43E-31,-0.732179107,0.104,0.291,2.53E-27,6,Steap4
Lrp1.6,1.77E-31,0.369640835,0.778,0.657,3.14E-27,6,Lrp1
Cavin3.6,1.85E-31,0.407720449,0.702,0.574,3.28E-27,6,Cavin3
Nfkbia.6,4.87E-31,-0.467307171,0.598,0.724,8.62E-27,6,Nfkbia
Irs2.6,4.92E-31,-0.604739075,0.13,0.32,8.70E-27,6,Irs2
Gas7.6,6.86E-31,0.492435866,0.46,0.289,1.21E-26,6,Gas7
Tmem176a.6,1.12E-30,-0.58042773,0.034,0.196,1.99E-26,6,Tmem176a
Loxl2.6,1.63E-30,0.369731608,0.776,0.635,2.88E-26,6,Loxl2
Pmp22.6,2.26E-30,0.286457173,0.626,0.478,4.01E-26,6,Pmp22
Rnase4.6,2.29E-30,0.283451388,0.918,0.818,4.05E-26,6,Rnase4
Bmp2.6,4.74E-30,0.437982365,0.229,0.104,8.39E-26,6,Bmp2
Slc6a2.6,5.14E-30,0.162151164,0.053,0.009,9.09E-26,6,Slc6a2
Mmp3.6,5.89E-30,-1.110811612,0.138,0.322,1.04E-25,6,Mmp3
Robo1.6,5.94E-30,0.382517256,0.15,0.056,1.05E-25,6,Robo1
Uqcc2.6,8.47E-30,0.460510633,0.532,0.381,1.50E-25,6,Uqcc2
Tns1.6,1.16E-29,0.425599879,0.462,0.305,2.05E-25,6,Tns1
Arhgap20.6,1.25E-29,0.43559497,0.392,0.231,2.22E-25,6,Arhgap20
Mdk.6,1.53E-29,-0.599991801,0.034,0.191,2.71E-25,6,Mdk
4930404H11Rik.6,2.19E-29,0.269773803,0.089,0.024,3.87E-25,6,4930404H11Rik
Ackr2.6,2.22E-29,0.247880794,0.094,0.026,3.93E-25,6,Ackr2
Apoe.6,2.46E-29,-1.20599249,0.128,0.3,4.36E-25,6,Apoe
Gfpt2.6,2.90E-29,0.312049084,0.642,0.458,5.13E-25,6,Gfpt2
Cdh11.6,2.97E-29,-0.56355601,0.038,0.194,5.25E-25,6,Cdh11
Col5a3.6,3.06E-29,0.335731735,0.793,0.648,5.42E-25,6,Col5a3
Calcrl.6,3.25E-29,0.474515838,0.235,0.112,5.75E-25,6,Calcrl
Cd47.6,3.31E-29,0.344819627,0.817,0.716,5.86E-25,6,Cd47
Heg1.6,3.66E-29,0.402801828,0.599,0.446,6.48E-25,6,Heg1
Fhl1.6,3.70E-29,0.405541435,0.46,0.297,6.55E-25,6,Fhl1
Palld.6,6.11E-29,-0.544714504,0.136,0.322,1.08E-24,6,Palld
Nop58.6,1.17E-28,-0.637731298,0.336,0.527,2.07E-24,6,Nop58
Entpd2.6,1.66E-28,0.398210483,0.501,0.334,2.95E-24,6,Entpd2
Htra3.6,3.20E-28,0.33279159,0.792,0.658,5.67E-24,6,Htra3
Fbln7.6,9.09E-28,-0.640858519,0.062,0.224,1.61E-23,6,Fbln7
Uap1.6,9.34E-28,0.42873788,0.549,0.397,1.65E-23,6,Uap1
Sfrp2.6,9.59E-28,-0.715130929,0.155,0.338,1.70E-23,6,Sfrp2
Ctsk.6,1.16E-27,-0.60936941,0.322,0.5,2.05E-23,6,Ctsk
Zfp36l1.6,1.19E-27,-0.43861939,0.66,0.784,2.10E-23,6,Zfp36l1
Mfap2.6,1.53E-27,-0.465379662,0.224,0.418,2.71E-23,6,Mfap2
Sptbn1.6,1.62E-27,0.289204888,0.841,0.744,2.86E-23,6,Sptbn1
Mt1.6,2.83E-27,-0.49979499,0.906,0.921,5.01E-23,6,Mt1
Medag.6,2.89E-27,0.346704163,0.659,0.507,5.11E-23,6,Medag
Cbln2.6,3.84E-27,0.105150977,0.024,0.002,6.80E-23,6,Cbln2
Pim1.6,8.56E-27,-0.560326793,0.099,0.265,1.52E-22,6,Pim1
Smim14.6,9.66E-27,0.439587865,0.523,0.387,1.71E-22,6,Smim14
Fbln2.6,9.99E-27,0.284422948,0.802,0.67,1.77E-22,6,Fbln2
Fbln1.6,1.14E-26,-0.562824411,0.211,0.393,2.02E-22,6,Fbln1
Igfbp3.6,1.29E-26,-0.934631982,0.045,0.192,2.28E-22,6,Igfbp3
Adamtsl3.6,1.37E-26,0.291449701,0.121,0.042,2.42E-22,6,Adamtsl3
Aspn.6,1.92E-26,0.286613675,0.718,0.578,3.39E-22,6,Aspn
Pdgfrl.6,2.20E-26,-0.582788704,0.054,0.203,3.89E-22,6,Pdgfrl
Cxxc5.6,2.36E-26,0.47654571,0.337,0.201,4.18E-22,6,Cxxc5
H3f3b.6,2.60E-26,-0.413971615,0.704,0.802,4.59E-22,6,H3f3b
Zyx.6,3.05E-26,0.394253392,0.528,0.377,5.40E-22,6,Zyx
Gas1.6,3.95E-26,-0.677526464,0.319,0.498,6.99E-22,6,Gas1
Rbp1.6,7.38E-26,-0.527838745,0.097,0.261,1.31E-21,6,Rbp1
Ugp2.6,1.02E-25,0.446270699,0.487,0.348,1.80E-21,6,Ugp2
Thbs2.6,1.20E-25,-0.579542027,0.244,0.418,2.13E-21,6,Thbs2
Nova1.6,1.46E-25,0.42118734,0.456,0.303,2.59E-21,6,Nova1
Il6.6,2.26E-25,-0.874573106,0.145,0.31,3.99E-21,6,Il6
Errfi1.6,2.32E-25,-0.517651548,0.543,0.684,4.11E-21,6,Errfi1
Il11ra1.6,2.83E-25,-0.448959459,0.369,0.542,5.00E-21,6,Il11ra1
Srpx.6,3.09E-25,-0.474034729,0.13,0.3,5.46E-21,6,Srpx
Metrnl.6,3.34E-25,0.385004208,0.433,0.286,5.92E-21,6,Metrnl
Tns2.6,3.76E-25,0.391087376,0.312,0.177,6.66E-21,6,Tns2
Adgrd1.6,4.01E-25,0.382543442,0.447,0.298,7.10E-21,6,Adgrd1
Ptx3.6,1.02E-24,-0.973523517,0.171,0.332,1.80E-20,6,Ptx3
Actn1.6,1.11E-24,-0.447966393,0.046,0.188,1.96E-20,6,Actn1
Ddah2.6,2.08E-24,0.38845164,0.532,0.392,3.68E-20,6,Ddah2
Nr4a2.6,2.59E-24,-0.657201907,0.075,0.226,4.58E-20,6,Nr4a2
Id2.6,2.94E-24,-0.595808148,0.083,0.238,5.21E-20,6,Id2
Tspo.6,3.01E-24,0.454440244,0.518,0.393,5.33E-20,6,Tspo
Fez1.6,3.04E-24,0.369641801,0.21,0.102,5.37E-20,6,Fez1
Crispld2.6,4.95E-24,-0.770066927,0.087,0.236,8.76E-20,6,Crispld2
Cd63.6,5.85E-24,-0.357007722,0.78,0.815,1.04E-19,6,Cd63
Cilp.6,7.00E-24,-0.95166968,0.213,0.37,1.24E-19,6,Cilp
Cebpb.6,7.38E-24,-0.551208852,0.192,0.361,1.31E-19,6,Cebpb
Ccl2.6,9.37E-24,-0.865183198,0.126,0.283,1.66E-19,6,Ccl2
Ret.6,1.09E-23,0.35293968,0.127,0.049,1.94E-19,6,Ret
Nhsl1.6,1.13E-23,0.412311424,0.211,0.105,2.01E-19,6,Nhsl1
Spon1.6,1.18E-23,-0.49610707,0.04,0.174,2.09E-19,6,Spon1
Abca8a.6,1.35E-23,0.333500298,0.507,0.341,2.38E-19,6,Abca8a
Atox1.6,1.41E-23,0.365089535,0.648,0.531,2.49E-19,6,Atox1
Vcan.6,2.57E-23,0.41543264,0.571,0.426,4.54E-19,6,Vcan
Mif.6,2.64E-23,-0.506533112,0.153,0.317,4.67E-19,6,Mif
Junb.6,5.94E-23,-0.371853476,0.787,0.868,1.05E-18,6,Junb
Gm15675.6,6.78E-23,0.317238967,0.167,0.074,1.20E-18,6,Gm15675
Rock2.6,7.94E-23,0.335751099,0.676,0.56,1.40E-18,6,Rock2
Ccl7.6,8.19E-23,-0.819946892,0.249,0.404,1.45E-18,6,Ccl7
Plod2.6,1.04E-22,-0.439128331,0.158,0.32,1.84E-18,6,Plod2
C2.6,1.20E-22,-0.375359113,0.051,0.188,2.13E-18,6,C2
Qpct.6,1.65E-22,0.382169591,0.375,0.24,2.92E-18,6,Qpct
B2m.6,1.88E-22,-0.301910624,0.923,0.922,3.32E-18,6,B2m
C1qtnf3.6,2.20E-22,-0.8661076,0.055,0.187,3.90E-18,6,C1qtnf3
Ahnak2.6,2.28E-22,0.406451475,0.477,0.341,4.04E-18,6,Ahnak2
Ackr1.6,2.63E-22,0.261418884,0.156,0.068,4.66E-18,6,Ackr1
Mfap4.6,4.58E-22,-0.899808623,0.079,0.214,8.10E-18,6,Mfap4
Ugdh.6,8.22E-22,0.151712772,0.793,0.627,1.46E-17,6,Ugdh
Tsc22d1.6,1.00E-21,-0.515872851,0.161,0.321,1.77E-17,6,Tsc22d1
Ybx3.6,1.28E-21,0.385992843,0.523,0.401,2.27E-17,6,Ybx3
Cygb.6,1.57E-21,-0.522295355,0.362,0.509,2.78E-17,6,Cygb
Ptn.6,1.71E-21,-0.926340952,0.088,0.225,3.03E-17,6,Ptn
Cfh.6,1.84E-21,-0.600848761,0.082,0.221,3.25E-17,6,Cfh
Klf3.6,2.18E-21,0.450351433,0.413,0.288,3.85E-17,6,Klf3
Phldb2.6,2.99E-21,-0.435922139,0.097,0.241,5.29E-17,6,Phldb2
Vcam1.6,3.24E-21,-0.408405305,0.048,0.177,5.73E-17,6,Vcam1
Fgf18.6,4.01E-21,0.31210084,0.236,0.126,7.11E-17,6,Fgf18
Trip10.6,5.33E-21,0.420688369,0.341,0.218,9.42E-17,6,Trip10
Lgi2.6,8.41E-21,0.435927951,0.322,0.201,1.49E-16,6,Lgi2
Wnt10b.6,9.00E-21,0.302074612,0.138,0.059,1.59E-16,6,Wnt10b
Camk1d.6,1.13E-20,0.29824874,0.161,0.074,2.01E-16,6,Camk1d
Oaf.6,1.15E-20,0.353028057,0.518,0.39,2.04E-16,6,Oaf
Atp2b1.6,1.30E-20,0.353352301,0.533,0.408,2.30E-16,6,Atp2b1
Mndal.6,1.50E-20,-0.467670998,0.247,0.405,2.66E-16,6,Mndal
Ifi203.6,1.75E-20,-0.640095626,0.248,0.402,3.10E-16,6,Ifi203
Fibin.6,1.95E-20,-0.57720546,0.071,0.201,3.46E-16,6,Fibin
Ptprj.6,5.09E-20,0.23415656,0.093,0.033,9.00E-16,6,Ptprj
Fxyd6.6,6.19E-20,-0.567366278,0.103,0.237,1.09E-15,6,Fxyd6
Tnc.6,1.05E-19,-0.714353868,0.067,0.193,1.85E-15,6,Tnc
Enpp2.6,1.09E-19,0.24182969,0.33,0.197,1.93E-15,6,Enpp2
Ccn5.6,1.18E-19,-0.491888445,0.049,0.169,2.09E-15,6,Ccn5
Col15a1.6,1.20E-19,-0.645048714,0.196,0.335,2.12E-15,6,Col15a1
Sv2c.6,1.41E-19,0.147775032,0.034,0.006,2.50E-15,6,Sv2c
Zfand5.6,1.47E-19,-0.388751526,0.378,0.537,2.61E-15,6,Zfand5
Pnrc1.6,1.76E-19,-0.391513938,0.416,0.556,3.11E-15,6,Pnrc1
Sipa1.6,1.81E-19,0.277121614,0.154,0.071,3.21E-15,6,Sipa1
Spsb1.6,2.03E-19,0.395840999,0.292,0.178,3.59E-15,6,Spsb1
Cfb.6,2.06E-19,-0.478118709,0.166,0.315,3.65E-15,6,Cfb
Cst3.6,2.12E-19,-0.62784444,0.733,0.808,3.75E-15,6,Cst3
Gem.6,2.44E-19,-0.450614928,0.225,0.384,4.32E-15,6,Gem
Csrnp1.6,3.37E-19,-0.434858348,0.139,0.282,5.97E-15,6,Csrnp1
Il18.6,3.39E-19,0.324761618,0.214,0.113,6.00E-15,6,Il18
Fermt2.6,4.39E-19,0.295065316,0.612,0.498,7.77E-15,6,Fermt2
Marcksl1.6,4.55E-19,-0.433131054,0.024,0.129,8.06E-15,6,Marcksl1
Angptl4.6,4.62E-19,-0.430311087,0.093,0.225,8.18E-15,6,Angptl4
Olfml3.6,5.32E-19,-0.444983984,0.139,0.28,9.41E-15,6,Olfml3
Agap1.6,5.77E-19,0.346495396,0.273,0.161,1.02E-14,6,Agap1
Hspa12b.6,8.74E-19,0.219169477,0.089,0.032,1.55E-14,6,Hspa12b
Fosl2.6,1.72E-18,-0.383030948,0.192,0.345,3.05E-14,6,Fosl2
Fbn2.6,1.90E-18,-0.320290851,0.011,0.106,3.36E-14,6,Fbn2
Mgll.6,2.57E-18,0.343418356,0.29,0.176,4.55E-14,6,Mgll
Phlda1.6,3.18E-18,-0.506869724,0.419,0.551,5.62E-14,6,Phlda1
Fdps.6,4.22E-18,0.319373979,0.119,0.05,7.47E-14,6,Fdps
Cpe.6,4.25E-18,-0.541326504,0.018,0.115,7.52E-14,6,Cpe
Naalad2.6,5.28E-18,0.299555616,0.311,0.191,9.35E-14,6,Naalad2
Tpm1.6,8.61E-18,-0.761357621,0.348,0.477,1.52E-13,6,Tpm1
Dkk3.6,9.25E-18,-0.33188496,0.039,0.147,1.64E-13,6,Dkk3
Nupr1.6,1.42E-17,0.257538596,0.694,0.588,2.52E-13,6,Nupr1
Aoc3.6,1.68E-17,-0.32947475,0.04,0.147,2.97E-13,6,Aoc3
Cpxm2.6,1.73E-17,-0.686145762,0.086,0.204,3.06E-13,6,Cpxm2
Slurp1.6,1.87E-17,0.061084265,0.013,0.001,3.31E-13,6,Slurp1
Nr4a3.6,2.21E-17,-0.475306374,0.034,0.136,3.91E-13,6,Nr4a3
Camk2n1.6,2.23E-17,0.378598332,0.345,0.226,3.94E-13,6,Camk2n1
Adgrg2.6,2.61E-17,0.311663045,0.211,0.117,4.62E-13,6,Adgrg2
Plxdc2.6,2.63E-17,0.255733919,0.581,0.462,4.66E-13,6,Plxdc2
Pi15.6,2.86E-17,0.302655883,0.176,0.09,5.07E-13,6,Pi15
Itga11.6,3.51E-17,0.385992284,0.301,0.193,6.21E-13,6,Itga11
Piezo2.6,3.79E-17,-0.392603232,0.023,0.119,6.70E-13,6,Piezo2
Clec11a.6,5.50E-17,-0.379168497,0.039,0.142,9.73E-13,6,Clec11a
Htra1.6,5.57E-17,-0.337927046,0.483,0.609,9.86E-13,6,Htra1
Tuba1a.6,5.82E-17,0.191853063,0.857,0.788,1.03E-12,6,Tuba1a
Ier5.6,1.03E-16,-0.382134592,0.296,0.436,1.82E-12,6,Ier5
Cdkn1c.6,1.10E-16,-0.440461627,0.194,0.335,1.94E-12,6,Cdkn1c
Lamb2.6,1.20E-16,0.301078955,0.511,0.395,2.13E-12,6,Lamb2
Hbegf.6,1.47E-16,-0.534430351,0.046,0.15,2.60E-12,6,Hbegf
Man1a.6,1.93E-16,0.28304574,0.619,0.501,3.42E-12,6,Man1a
S100a16.6,2.03E-16,0.279273319,0.605,0.504,3.59E-12,6,S100a16
Sdc1.6,2.21E-16,-0.293657264,0.029,0.126,3.91E-12,6,Sdc1
Bin1.6,2.35E-16,0.325005279,0.341,0.235,4.16E-12,6,Bin1
Nav1.6,2.46E-16,0.324667593,0.518,0.406,4.36E-12,6,Nav1
Clu.6,2.54E-16,-0.541404697,0.044,0.145,4.49E-12,6,Clu
Mylk.6,2.75E-16,-0.615122809,0.016,0.103,4.86E-12,6,Mylk
Diaph1.6,3.36E-16,0.366989627,0.334,0.226,5.95E-12,6,Diaph1
Rrad.6,4.95E-16,-0.589644674,0.032,0.127,8.75E-12,6,Rrad
Cp.6,5.37E-16,-0.503557825,0.105,0.224,9.51E-12,6,Cp
Dhrs3.6,5.47E-16,-0.344850315,0.053,0.158,9.68E-12,6,Dhrs3
Iigp1.6,5.68E-16,-0.687592675,0.194,0.321,1.01E-11,6,Iigp1
Glud1.6,5.82E-16,0.285103212,0.457,0.348,1.03E-11,6,Glud1
Ndufa4l2.6,8.21E-16,-0.443212471,0.028,0.121,1.45E-11,6,Ndufa4l2
Hspg2.6,9.74E-16,0.275217652,0.586,0.483,1.72E-11,6,Hspg2
Rap1a.6,1.00E-15,0.330187591,0.487,0.385,1.77E-11,6,Rap1a
Egr2.6,1.01E-15,-0.468438676,0.087,0.199,1.78E-11,6,Egr2
Adam12.6,1.11E-15,-0.228866344,0.028,0.122,1.96E-11,6,Adam12
Trib1.6,1.20E-15,-0.398852329,0.095,0.214,2.12E-11,6,Trib1
Ebf2.6,1.26E-15,0.274122352,0.379,0.264,2.24E-11,6,Ebf2
Pde4b.6,1.86E-15,-0.583111051,0.039,0.133,3.30E-11,6,Pde4b
Rab7b.6,1.92E-15,0.32879412,0.229,0.137,3.40E-11,6,Rab7b
Ddr2.6,2.07E-15,0.304147527,0.56,0.448,3.67E-11,6,Ddr2
Efcc1.6,2.32E-15,0.222251168,0.087,0.034,4.10E-11,6,Efcc1
Acta2.6,2.63E-15,-0.967835409,0.051,0.149,4.66E-11,6,Acta2
Slc16a2.6,3.03E-15,-0.291174462,0.092,0.208,5.36E-11,6,Slc16a2
Pamr1.6,3.49E-15,0.281151413,0.49,0.367,6.18E-11,6,Pamr1
Ecrg4.6,3.68E-15,-0.560061423,0.035,0.127,6.52E-11,6,Ecrg4
Litaf.6,3.77E-15,-0.311589598,0.226,0.37,6.67E-11,6,Litaf
Abca6.6,4.34E-15,0.322258104,0.161,0.084,7.68E-11,6,Abca6
Vim.6,4.42E-15,0.145235675,0.95,0.905,7.81E-11,6,Vim
Ldlr.6,4.70E-15,0.273426741,0.144,0.072,8.33E-11,6,Ldlr
Snx18.6,4.92E-15,0.339389968,0.284,0.185,8.70E-11,6,Snx18
Tmem43.6,5.23E-15,0.358206428,0.295,0.197,9.25E-11,6,Tmem43
Thbs1.6,5.97E-15,-0.539082175,0.131,0.25,1.06E-10,6,Thbs1
Ston2.6,6.16E-15,0.29285408,0.193,0.109,1.09E-10,6,Ston2
Runx1.6,6.77E-15,-0.33632981,0.097,0.21,1.20E-10,6,Runx1
Aprt.6,6.78E-15,-0.276991896,0.092,0.207,1.20E-10,6,Aprt
Col1a1.6,8.14E-15,-0.405128676,0.936,0.914,1.44E-10,6,Col1a1
Lgals3bp.6,8.71E-15,-0.320096042,0.192,0.322,1.54E-10,6,Lgals3bp
Lama2.6,9.05E-15,0.278123452,0.479,0.366,1.60E-10,6,Lama2
