,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
Pi16,0,1.802719719,0.951,0.523,0,0,Pi16
Smpd3,0,1.753287699,0.491,0.056,0,0,Smpd3
Ugdh,0,1.473189568,0.913,0.528,0,0,Ugdh
Anxa3,0,1.467687908,0.855,0.324,0,0,Anxa3
Sema3c,0,1.396744908,0.827,0.334,0,0,Sema3c
Pla1a,0,1.38425194,0.691,0.179,0,0,Pla1a
Efemp1,0,1.358876531,0.854,0.326,0,0,Efemp1
Igfbp5,0,1.327772984,0.906,0.612,0,0,Igfbp5
Cd55,0,1.298001662,0.768,0.287,0,0,Cd55
Gfpt2,0,1.238258047,0.773,0.349,0,0,Gfpt2
Ptx3,0,1.211680785,0.537,0.244,0,0,Ptx3
Dpp4,0,1.209444867,0.684,0.192,0,0,Dpp4
Sbsn,0,1.138794363,0.409,0.109,0,0,Sbsn
Mrgprg,0,1.121108643,0.146,0.007,0,0,Mrgprg
Gan,0,1.094307882,0.359,0.102,0,0,Gan
Cmah,0,1.090436446,0.527,0.123,0,0,Cmah
Tmem100,0,1.089253891,0.683,0.25,0,0,Tmem100
Plpp3,0,1.082424438,0.953,0.685,0,0,Plpp3
Ptgs2,0,1.07608649,0.568,0.247,0,0,Ptgs2
Ackr3,0,1.064879856,0.862,0.467,0,0,Ackr3
Scara5,0,1.056577801,0.757,0.291,0,0,Scara5
Cd248,0,1.038211431,0.877,0.492,0,0,Cd248
Emilin2,0,1.028558213,0.703,0.29,0,0,Emilin2
Gas7,0,0.984688576,0.55,0.2,0,0,Gas7
Car8,0,0.960559252,0.343,0.032,0,0,Car8
Aldh1a3,0,0.952029472,0.327,0.038,0,0,Aldh1a3
Pcolce2,0,0.951692234,0.767,0.342,0,0,Pcolce2
Efhd1,0,0.950964347,0.445,0.087,0,0,Efhd1
Creb5,0,0.950086064,0.612,0.237,0,0,Creb5
Fn1,0,0.938945856,0.991,0.804,0,0,Fn1
Akr1c18,0,0.926667843,0.217,0.019,0,0,Akr1c18
Errfi1,0,0.914188663,0.88,0.6,0,0,Errfi1
Tgfbr2,0,0.911106052,0.77,0.431,0,0,Tgfbr2
Metrnl,0,0.904247143,0.518,0.206,0,0,Metrnl
Nova1,0,0.890918421,0.561,0.214,0,0,Nova1
Ly6c1,0,0.890662577,0.952,0.652,0,0,Ly6c1
Tnfaip6,0,0.87807112,0.863,0.591,0,0,Tnfaip6
Prss23,0,0.877319452,0.805,0.478,0,0,Prss23
Thbd,0,0.847561236,0.486,0.182,0,0,Thbd
Procr,0,0.846186864,0.494,0.158,0,0,Procr
Edn1,0,0.823051216,0.247,0.05,0,0,Edn1
Adgrd1,0,0.813334223,0.541,0.215,0,0,Adgrd1
Timp2,0,0.804694882,0.967,0.811,0,0,Timp2
Uap1,0,0.790587616,0.605,0.327,0,0,Uap1
Has1,0,0.784236933,0.747,0.447,0,0,Has1
Ifi27l2a,0,0.76544884,0.728,0.403,0,0,Ifi27l2a
C3,0,0.756116175,0.966,0.723,0,0,C3
Clec3b,0,0.753266199,0.938,0.671,0,0,Clec3b
Il18,0,0.751616517,0.292,0.051,0,0,Il18
Ddr2,0,0.746203023,0.672,0.369,0,0,Ddr2
Anxa1,0,0.736845141,0.955,0.782,0,0,Anxa1
Ltbp1,0,0.73055534,0.48,0.197,0,0,Ltbp1
Fbn1,0,0.729988535,0.934,0.706,0,0,Fbn1
C4b,0,0.725499975,0.634,0.325,0,0,C4b
Aif1l,0,0.720617833,0.271,0.049,0,0,Aif1l
Cadm3,0,0.707919955,0.417,0.131,0,0,Cadm3
Adamtsl4,0,0.703570297,0.343,0.104,0,0,Adamtsl4
Plac8,0,0.702485054,0.592,0.291,0,0,Plac8
Scara3,0,0.697924441,0.55,0.266,0,0,Scara3
Tek,0,0.693950886,0.374,0.104,0,0,Tek
Maf,0,0.691290282,0.559,0.272,0,0,Maf
Zyx,0,0.690679687,0.589,0.306,0,0,Zyx
Mgll,0,0.688532365,0.374,0.108,0,0,Mgll
Gda,0,0.684964459,0.479,0.208,0,0,Gda
1700019D03Rik,0,0.68203103,0.333,0.077,0,0,1700019D03Rik
Heg1,0,0.674294901,0.639,0.382,0,0,Heg1
Axl,0,0.671550084,0.667,0.376,0,0,Axl
Npr1,0,0.665002675,0.306,0.069,0,0,Npr1
Fndc1,0,0.659240592,0.846,0.587,0,0,Fndc1
Cd34,0,0.651568718,0.873,0.608,0,0,Cd34
Lrrn4cl,0,0.646115468,0.667,0.385,0,0,Lrrn4cl
Ifi205,0,0.630148695,0.841,0.537,0,0,Ifi205
Adamts5,0,0.623437814,0.77,0.494,0,0,Adamts5
Serpinb6a,0,0.621191991,0.83,0.611,0,0,Serpinb6a
Marcks,0,0.618353045,0.928,0.778,0,0,Marcks
Man1a,0,0.617118257,0.697,0.433,0,0,Man1a
Mfap5,0,0.603685318,0.943,0.749,0,0,Mfap5
Ly6a,0,0.597755028,0.973,0.789,0,0,Ly6a
Limch1,0,0.588797877,0.281,0.065,0,0,Limch1
Igfbp6,0,0.585910525,0.96,0.775,0,0,Igfbp6
Dpt,0,0.578697435,0.979,0.827,0,0,Dpt
Nid1,0,0.574199301,0.881,0.664,0,0,Nid1
Htra3,0,0.546059002,0.815,0.607,0,0,Htra3
Fstl1,0,0.471266882,0.983,0.868,0,0,Fstl1
Col14a1,0,0.468198959,0.877,0.633,0,0,Col14a1
Pcolce,0,-0.649301488,0.614,0.786,0,0,Pcolce
Jun,0,-0.789815,0.855,0.921,0,0,Jun
Cd9,0,-0.906565958,0.317,0.622,0,0,Cd9
Igf1,0,-1.101124895,0.399,0.636,0,0,Igf1
Bgn,0,-1.214471578,0.41,0.74,0,0,Bgn
Col15a1,0,-1.240059772,0.11,0.412,0,0,Col15a1
Igfbp7,0,-1.421904262,0.476,0.835,0,0,Igfbp7
Angptl1,0,-1.565049911,0.145,0.489,0,0,Angptl1
Cilp,0,-1.703003479,0.137,0.449,0,0,Cilp
Sparcl1,0,-1.779135597,0.108,0.422,0,0,Sparcl1
Smoc2,0,-1.804532548,0.234,0.586,0,0,Smoc2
Mgp,0,-2.277988664,0.366,0.722,0,0,Mgp
Basp1,2.72E-303,0.714798949,0.399,0.159,4.81E-299,0,Basp1
Il6ra,2.33E-301,0.637700338,0.317,0.097,4.12E-297,0,Il6ra
mt-Cytb,2.35E-300,-0.593672519,0.801,0.9,4.15E-296,0,mt-Cytb
Rpl13,7.18E-300,0.310500717,0.971,0.924,1.27E-295,0,Rpl13
Gas1,1.25E-291,-1.027992825,0.296,0.563,2.20E-287,0,Gas1
Ifi204,2.30E-290,0.54919533,0.711,0.457,4.08E-286,0,Ifi204
Cd63,1.69E-286,-0.553838937,0.748,0.839,3.00E-282,0,Cd63
Wnt2,8.44E-285,0.566416362,0.218,0.046,1.49E-280,0,Wnt2
Cst3,7.75E-283,-0.914374689,0.728,0.834,1.37E-278,0,Cst3
Slco3a1,7.70E-276,0.604755755,0.337,0.119,1.36E-271,0,Slco3a1
Loxl1,2.13E-275,0.525445612,0.755,0.532,3.78E-271,0,Loxl1
Crispld2,1.44E-269,-1.15784174,0.056,0.296,2.55E-265,0,Crispld2
Pcsk6,1.27E-267,0.567071879,0.467,0.21,2.24E-263,0,Pcsk6
Pdgfrl,2.05E-267,-0.812699793,0.031,0.26,3.63E-263,0,Pdgfrl
Tmem158,8.35E-267,0.658063483,0.29,0.093,1.48E-262,0,Tmem158
Zfp385a,4.80E-265,0.578396685,0.322,0.11,8.49E-261,0,Zfp385a
Col4a1,2.56E-263,-1.010145014,0.362,0.591,4.52E-259,0,Col4a1
Cxcl14,3.06E-263,-1.821571922,0.124,0.367,5.42E-259,0,Cxcl14
Slc43a3,3.14E-261,0.607363498,0.541,0.288,5.56E-257,0,Slc43a3
Slc4a4,3.78E-260,0.60078041,0.322,0.113,6.70E-256,0,Slc4a4
Wnt10b,6.28E-258,0.467618722,0.161,0.024,1.11E-253,0,Wnt10b
Col4a2,7.11E-258,-0.970649913,0.188,0.439,1.26E-253,0,Col4a2
Tgfbi,1.78E-257,-0.936467804,0.134,0.387,3.15E-253,0,Tgfbi
Pde8a,1.52E-256,0.573558208,0.328,0.12,2.68E-252,0,Pde8a
Ablim1,6.72E-256,0.561756443,0.539,0.281,1.19E-251,0,Ablim1
Nfkbia,8.80E-256,0.52180478,0.837,0.673,1.56E-251,0,Nfkbia
Ecm1,9.99E-256,0.556537966,0.762,0.561,1.77E-251,0,Ecm1
Trio,3.15E-254,0.626690638,0.444,0.213,5.58E-250,0,Trio
Thbs4,4.38E-254,-1.787583058,0.119,0.357,7.75E-250,0,Thbs4
Qpct,5.32E-251,0.588966539,0.414,0.182,9.41E-247,0,Qpct
Mfap4,1.24E-240,-1.257761744,0.051,0.268,2.19E-236,0,Mfap4
Tmem176b,2.12E-240,-0.830291334,0.1,0.337,3.75E-236,0,Tmem176b
Dmkn,2.61E-240,0.713267466,0.17,0.032,4.62E-236,0,Dmkn
Gas6,1.21E-237,-0.91870265,0.181,0.427,2.14E-233,0,Gas6
Pygl,2.89E-236,0.589553677,0.29,0.102,5.11E-232,0,Pygl
Fyn,2.98E-236,0.552533456,0.462,0.23,5.27E-232,0,Fyn
Hmcn2,4.15E-236,-0.979032274,0.072,0.294,7.35E-232,0,Hmcn2
Itm2a,5.83E-236,-0.773916343,0.469,0.666,1.03E-231,0,Itm2a
Opcml,7.79E-231,0.493135651,0.252,0.076,1.38E-226,0,Opcml
Rnase4,1.73E-229,0.363288643,0.918,0.786,3.06E-225,0,Rnase4
Gm15675,2.14E-229,0.504921329,0.182,0.039,3.78E-225,0,Gm15675
Gngt2,6.43E-229,0.534113888,0.239,0.071,1.14E-224,0,Gngt2
Xdh,2.62E-228,0.580667071,0.414,0.192,4.63E-224,0,Xdh
Ace,1.49E-227,0.539054375,0.598,0.35,2.63E-223,0,Ace
Fxyd6,2.82E-224,-0.842914029,0.072,0.291,4.98E-220,0,Fxyd6
Itgb7,4.74E-221,0.460100533,0.113,0.011,8.39E-217,0,Itgb7
Anxa5,5.00E-216,-0.495336897,0.603,0.761,8.86E-212,0,Anxa5
Hdac7,4.17E-215,0.546510697,0.338,0.142,7.38E-211,0,Hdac7
Fbln7,1.08E-212,-0.866770908,0.066,0.274,1.91E-208,0,Fbln7
Sparc,1.26E-212,-0.459653826,0.988,0.98,2.23E-208,0,Sparc
Cxcl13,3.61E-210,0.856565566,0.189,0.046,6.39E-206,0,Cxcl13
Bmp3,3.62E-209,0.373977045,0.111,0.012,6.41E-205,0,Bmp3
Col8a1,4.63E-208,-0.948334815,0.07,0.276,8.19E-204,0,Col8a1
Cpxm2,2.05E-206,-1.00095934,0.055,0.253,3.62E-202,0,Cpxm2
Krtdap,2.42E-200,0.530580566,0.102,0.01,4.29E-196,0,Krtdap
Efna5,3.11E-199,0.422075607,0.158,0.034,5.50E-195,0,Efna5
Osr1,3.98E-199,0.53809927,0.366,0.168,7.05E-195,0,Osr1
Vasn,1.24E-198,0.584958412,0.443,0.241,2.19E-194,0,Vasn
Gm48536,4.49E-198,0.425651366,0.164,0.036,7.94E-194,0,Gm48536
Tnxb,4.87E-197,0.423000559,0.686,0.445,8.62E-193,0,Tnxb
Nhsl1,1.10E-195,0.47324125,0.221,0.068,1.94E-191,0,Nhsl1
Lurap1l,2.32E-195,0.461404223,0.191,0.052,4.10E-191,0,Lurap1l
Pamr1,1.91E-194,0.435910607,0.541,0.309,3.38E-190,0,Pamr1
Ebf1,1.93E-194,0.441147984,0.707,0.503,3.42E-190,0,Ebf1
Plat,2.62E-193,0.535027736,0.562,0.352,4.64E-189,0,Plat
Ston2,1.96E-191,0.455495329,0.223,0.07,3.47E-187,0,Ston2
Rps24,1.08E-190,0.273635982,0.948,0.873,1.91E-186,0,Rps24
Mustn1,3.62E-189,0.401941037,0.266,0.095,6.41E-185,0,Mustn1
Ebf2,6.13E-188,0.527988819,0.417,0.213,1.08E-183,0,Ebf2
Kif2a,4.68E-185,0.516794124,0.359,0.17,8.29E-181,0,Kif2a
Olfml3,1.20E-184,-0.666003328,0.125,0.33,2.12E-180,0,Olfml3
Dact2,2.68E-183,0.357632878,0.115,0.017,4.74E-179,0,Dact2
Sfrp1,8.67E-183,-0.997311137,0.134,0.335,1.53E-178,0,Sfrp1
Rock2,1.22E-181,0.453708871,0.694,0.517,2.16E-177,0,Rock2
Rpl37a,3.85E-181,0.301438506,0.921,0.833,6.81E-177,0,Rpl37a
B2m,4.58E-180,0.267968093,0.968,0.905,8.10E-176,0,B2m
Apod,1.76E-179,-1.164610548,0.506,0.647,3.11E-175,0,Apod
Cygb,4.18E-179,-0.686344874,0.364,0.555,7.39E-175,0,Cygb
Ramp2,3.24E-178,0.48497396,0.465,0.257,5.73E-174,0,Ramp2
Actn1,3.31E-178,-0.568214506,0.051,0.231,5.87E-174,0,Actn1
Vgll3,2.09E-176,0.533897085,0.376,0.191,3.70E-172,0,Vgll3
Sfrp4,2.84E-175,0.109295943,0.603,0.351,5.03E-171,0,Sfrp4
Tmem176a,1.15E-174,-0.615516589,0.057,0.239,2.03E-170,0,Tmem176a
Tmsb4x,1.75E-172,0.242594121,0.961,0.902,3.09E-168,0,Tmsb4x
Ackr1,1.92E-172,0.394935456,0.157,0.039,3.40E-168,0,Ackr1
Rras2,2.37E-172,0.460782881,0.206,0.068,4.19E-168,0,Rras2
Irak3,2.33E-170,0.516252959,0.315,0.142,4.12E-166,0,Irak3
Enpp2,6.31E-170,-0.824145112,0.073,0.253,1.12E-165,0,Enpp2
Fgf2,6.93E-170,0.411971074,0.195,0.06,1.23E-165,0,Fgf2
Dbn1,1.07E-169,0.508739218,0.367,0.187,1.89E-165,0,Dbn1
Sytl2,6.11E-168,0.387456452,0.212,0.07,1.08E-163,0,Sytl2
Il33,6.32E-168,0.523822589,0.44,0.242,1.12E-163,0,Il33
Vegfd,1.37E-167,0.504134079,0.273,0.113,2.43E-163,0,Vegfd
Prrx1,2.20E-167,0.409919653,0.731,0.551,3.89E-163,0,Prrx1
Clip4,7.34E-167,0.501629707,0.302,0.135,1.30E-162,0,Clip4
Glce,2.13E-166,0.446244191,0.219,0.076,3.76E-162,0,Glce
Tmeff2,2.58E-166,0.456703647,0.381,0.189,4.57E-162,0,Tmeff2
Clip1,3.23E-166,0.518669998,0.482,0.293,5.71E-162,0,Clip1
Ecm2,1.33E-164,-0.740439077,0.191,0.389,2.35E-160,0,Ecm2
Rbp1,1.06E-162,-0.622925658,0.116,0.307,1.88E-158,0,Rbp1
Dact1,1.13E-162,0.482370705,0.252,0.1,2.00E-158,0,Dact1
Rps29,2.58E-162,0.264756693,0.927,0.858,4.57E-158,0,Rps29
Ccn2,1.22E-161,-1.062387398,0.069,0.242,2.15E-157,0,Ccn2
Gstm1,1.52E-160,0.367407481,0.704,0.49,2.69E-156,0,Gstm1
Fos,3.09E-160,-0.511986203,0.926,0.936,5.47E-156,0,Fos
Fzd10os,3.50E-158,0.330689149,0.121,0.024,6.20E-154,0,Fzd10os
Clec11a,6.93E-158,-0.578027753,0.028,0.179,1.23E-153,0,Clec11a
Adamts16,1.76E-156,0.290003608,0.089,0.011,3.11E-152,0,Adamts16
Duox1,2.75E-156,0.365125758,0.151,0.039,4.88E-152,0,Duox1
Osr2,2.38E-155,0.561608256,0.374,0.196,4.21E-151,0,Osr2
Igfbp4,3.18E-154,0.34726112,0.756,0.584,5.62E-150,0,Igfbp4
Ptma,8.66E-154,-0.38234452,0.812,0.862,1.53E-149,0,Ptma
Eif4e,1.40E-153,0.627303847,0.357,0.192,2.48E-149,0,Eif4e
Cdh11,8.69E-152,-0.599081553,0.067,0.233,1.54E-147,0,Cdh11
Cav1,4.14E-150,-0.681278836,0.101,0.276,7.32E-146,0,Cav1
S100a11,1.30E-149,0.297719665,0.9,0.798,2.30E-145,0,S100a11
Flnb,2.01E-149,0.435566007,0.255,0.107,3.56E-145,0,Flnb
Islr2,4.23E-149,0.388516777,0.161,0.047,7.48E-145,0,Islr2
Lvrn,4.73E-149,0.370848829,0.168,0.049,8.38E-145,0,Lvrn
Antxr2,8.57E-149,0.427390435,0.467,0.276,1.52E-144,0,Antxr2
S100a16,8.01E-148,0.42256644,0.637,0.46,1.42E-143,0,S100a16
Megf9,4.38E-147,0.37630508,0.184,0.06,7.75E-143,0,Megf9
Arl4d,2.52E-146,0.379904732,0.141,0.036,4.45E-142,0,Arl4d
Dpep1,3.11E-146,0.399605193,0.549,0.337,5.50E-142,0,Dpep1
Krt19,6.43E-146,0.296636743,0.077,0.008,1.14E-141,0,Krt19
Dtnbp1,2.08E-145,0.464491334,0.408,0.235,3.67E-141,0,Dtnbp1
Duoxa1,4.71E-145,0.415573641,0.174,0.055,8.34E-141,0,Duoxa1
Ptgs1,1.72E-142,0.356377023,0.132,0.033,3.05E-138,0,Ptgs1
C1ra,2.33E-142,0.33894475,0.798,0.633,4.12E-138,0,C1ra
Serpina3c,2.66E-141,0.286129867,0.093,0.015,4.71E-137,0,Serpina3c
H2-K1,4.62E-141,0.3689419,0.751,0.598,8.19E-137,0,H2-K1
Ptgs2os,1.47E-140,0.340363819,0.084,0.011,2.60E-136,0,Ptgs2os
Lsp1,2.11E-140,0.402326638,0.651,0.471,3.73E-136,0,Lsp1
Glul,3.75E-140,0.479973377,0.513,0.332,6.63E-136,0,Glul
Postn,1.94E-139,0.148759098,0.795,0.533,3.43E-135,0,Postn
Bmp1,2.75E-139,0.399265571,0.675,0.519,4.86E-135,0,Bmp1
Trim30d,3.22E-139,0.419734606,0.184,0.064,5.69E-135,0,Trim30d
Ildr2,2.80E-138,0.441932359,0.214,0.083,4.95E-134,0,Ildr2
Gng12,2.91E-137,0.517872263,0.428,0.263,5.15E-133,0,Gng12
Crip2,5.39E-137,-0.642792787,0.201,0.382,9.54E-133,0,Crip2
Uchl1,2.85E-136,0.377707853,0.127,0.032,5.05E-132,0,Uchl1
Rhou,3.75E-136,0.452861328,0.253,0.113,6.65E-132,0,Rhou
Peg3,6.33E-136,-0.780470269,0.084,0.242,1.12E-131,0,Peg3
Gm43311,2.12E-135,0.33618874,0.124,0.03,3.75E-131,0,Gm43311
Add3,2.26E-135,0.363301339,0.668,0.489,3.99E-131,0,Add3
Cd164,6.31E-135,0.467938304,0.51,0.347,1.12E-130,0,Cd164
Nfkbiz,1.67E-132,0.405480672,0.71,0.548,2.96E-128,0,Nfkbiz
Hcn4,1.99E-132,0.248917062,0.072,0.008,3.51E-128,0,Hcn4
Rps28,2.02E-132,0.256689141,0.909,0.834,3.58E-128,0,Rps28
S100a13,5.22E-132,0.378730672,0.664,0.502,9.24E-128,0,S100a13
Tnc,9.20E-132,-0.92669187,0.078,0.229,1.63E-127,0,Tnc
Nfe2l2,1.06E-130,0.461333883,0.532,0.37,1.87E-126,0,Nfe2l2
Nptn,2.10E-130,0.432661854,0.57,0.408,3.71E-126,0,Nptn
Tshz2,2.57E-130,0.399943277,0.499,0.32,4.56E-126,0,Tshz2
Serpinf1,2.78E-129,-0.497613647,0.799,0.811,4.92E-125,0,Serpinf1
Klf4,2.86E-128,0.247274976,0.911,0.78,5.06E-124,0,Klf4
Gm18787,4.07E-127,0.441825385,0.133,0.038,7.21E-123,0,Gm18787
Gm15674,7.53E-127,0.213126602,0.067,0.007,1.33E-122,0,Gm15674
Kcnk5,1.37E-126,0.307693814,0.105,0.023,2.43E-122,0,Kcnk5
Lims2,3.09E-126,0.327061989,0.183,0.065,5.46E-122,0,Lims2
Rps12,7.97E-126,0.227808258,0.946,0.868,1.41E-121,0,Rps12
Rps8,2.24E-125,0.206944902,0.95,0.892,3.96E-121,0,Rps8
Mdk,2.65E-125,-0.570031134,0.075,0.226,4.70E-121,0,Mdk
Apoe,2.76E-125,-1.09181873,0.175,0.337,4.88E-121,0,Apoe
B230217J21Rik,6.46E-125,0.30215192,0.112,0.026,1.14E-120,0,B230217J21Rik
Triobp,9.27E-125,0.392802653,0.252,0.114,1.64E-120,0,Triobp
Galnt16,5.31E-124,0.398612444,0.274,0.133,9.40E-120,0,Galnt16
Zfp36,1.93E-123,-0.549463801,0.745,0.802,3.42E-119,0,Zfp36
Rps20,2.05E-123,0.2492634,0.892,0.786,3.63E-119,0,Rps20
Bmp7,2.13E-123,0.207093951,0.062,0.005,3.77E-119,0,Bmp7
Gm44080,2.67E-123,0.331482848,0.127,0.034,4.73E-119,0,Gm44080
Adam33,1.34E-122,0.385847711,0.314,0.159,2.37E-118,0,Adam33
Nexn,2.88E-122,-0.545242848,0.018,0.137,5.10E-118,0,Nexn
Pde4b,4.46E-122,-0.710157678,0.036,0.165,7.89E-118,0,Pde4b
C1qtnf3,1.99E-120,-0.987177001,0.078,0.221,3.52E-116,0,C1qtnf3
Il1r2,2.64E-120,0.483318309,0.157,0.053,4.68E-116,0,Il1r2
Lmna,3.32E-120,-0.508833732,0.453,0.6,5.88E-116,0,Lmna
Csf1,7.84E-120,0.400522556,0.514,0.346,1.39E-115,0,Csf1
Gap43,1.19E-119,0.320581462,0.11,0.027,2.11E-115,0,Gap43
Rcan2,6.33E-119,0.302190197,0.159,0.053,1.12E-114,0,Rcan2
Tpm2,1.71E-118,-1.013700203,0.089,0.234,3.02E-114,0,Tpm2
Cavin1,5.90E-118,0.334541605,0.68,0.525,1.04E-113,0,Cavin1
Il1rl2,6.78E-118,0.375373837,0.208,0.087,1.20E-113,0,Il1rl2
Emp1,7.27E-118,-0.445494164,0.528,0.661,1.29E-113,0,Emp1
Steap4,2.25E-117,-0.67750608,0.166,0.328,3.98E-113,0,Steap4
Fibin,4.73E-117,-0.652728632,0.089,0.235,8.37E-113,0,Fibin
Meox2,7.36E-117,-0.502438564,0.041,0.169,1.30E-112,0,Meox2
Pdgfa,7.51E-117,-0.456969463,0.019,0.135,1.33E-112,0,Pdgfa
Ext1,3.65E-116,0.446807376,0.406,0.255,6.47E-112,0,Ext1
Lox,5.87E-116,-0.630750056,0.303,0.46,1.04E-111,0,Lox
Podn,6.19E-116,-0.581266355,0.147,0.304,1.10E-111,0,Podn
Ackr2,1.71E-114,0.232691089,0.075,0.012,3.03E-110,0,Ackr2
Tmem119,2.13E-114,-0.374713147,0.038,0.165,3.77E-110,0,Tmem119
Rps15,3.32E-114,0.231271245,0.902,0.818,5.88E-110,0,Rps15
Emp2,4.37E-114,-0.44044086,0.045,0.175,7.73E-110,0,Emp2
Tsc22d1,2.25E-113,-0.590510926,0.196,0.359,3.99E-109,0,Tsc22d1
Has2,5.18E-113,0.441966777,0.206,0.088,9.16E-109,0,Has2
Tubb4a,1.10E-112,0.222911476,0.094,0.02,1.95E-108,0,Tubb4a
Calcrl,1.41E-112,0.393898884,0.203,0.084,2.50E-108,0,Calcrl
Ecrg4,2.07E-112,-0.701807375,0.035,0.157,3.67E-108,0,Ecrg4
Fbln5,2.84E-112,0.38835056,0.402,0.242,5.03E-108,0,Fbln5
Plau,4.98E-112,0.376047457,0.402,0.241,8.82E-108,0,Plau
Npc2,5.93E-112,0.347599196,0.738,0.611,1.05E-107,0,Npc2
Gadd45b,6.80E-112,-0.620018142,0.234,0.4,1.20E-107,0,Gadd45b
Adgrg2,1.17E-111,0.386545166,0.207,0.089,2.07E-107,0,Adgrg2
Col5a2,1.63E-111,-0.399226417,0.707,0.755,2.89E-107,0,Col5a2
Abca8a,4.24E-111,-0.719439624,0.242,0.388,7.50E-107,0,Abca8a
Ahnak2,6.19E-111,0.380931925,0.465,0.302,1.10E-106,0,Ahnak2
Dhrs9,6.10E-110,0.236709371,0.079,0.014,1.08E-105,0,Dhrs9
Cp,9.35E-110,-0.658362808,0.112,0.259,1.65E-105,0,Cp
Vcam1,2.36E-109,-0.500510642,0.072,0.21,4.18E-105,0,Vcam1
Flrt2,2.72E-109,0.427124064,0.345,0.201,4.82E-105,0,Flrt2
Ndufa4l2,1.52E-108,-0.576395144,0.032,0.149,2.68E-104,0,Ndufa4l2
Pdpn,2.31E-108,0.398559801,0.508,0.355,4.08E-104,0,Pdpn
Timp3,2.36E-108,0.293147592,0.457,0.282,4.18E-104,0,Timp3
Il13ra1,1.35E-107,0.428872428,0.317,0.18,2.39E-103,0,Il13ra1
Rpl21,2.44E-107,0.220281495,0.909,0.827,4.31E-103,0,Rpl21
Gpx3,2.45E-107,-0.575416179,0.767,0.808,4.34E-103,0,Gpx3
Rps14,5.19E-107,0.185698791,0.946,0.897,9.18E-103,0,Rps14
11-Sep,1.47E-106,-0.505316807,0.282,0.442,2.61E-102,0,11-Sep
Fez1,1.89E-106,0.32782615,0.187,0.076,3.35E-102,0,Fez1
Hexim1,5.48E-106,-0.535430811,0.181,0.339,9.69E-102,0,Hexim1
D630033O11Rik,2.87E-105,0.338980815,0.146,0.05,5.09E-101,0,D630033O11Rik
Mt2,3.55E-105,0.214625696,0.921,0.837,6.28E-101,0,Mt2
Ifi211,7.53E-105,0.31860225,0.575,0.41,1.33E-100,0,Ifi211
Il4ra,8.49E-105,0.393487578,0.272,0.141,1.50E-100,0,Il4ra
Cpe,1.44E-104,-0.660593201,0.03,0.142,2.55E-100,0,Cpe
Jak1,5.70E-104,0.346167726,0.596,0.452,1.01E-99,0,Jak1
Zfp36l1,6.33E-104,0.289109251,0.845,0.753,1.12E-99,0,Zfp36l1
Nrep,2.98E-102,-0.561314836,0.141,0.287,5.28E-98,0,Nrep
Gm43289,3.51E-102,0.333755211,0.131,0.043,6.21E-98,0,Gm43289
Cd81,5.53E-102,-0.363745845,0.604,0.713,9.78E-98,0,Cd81
Ogn,6.58E-102,0.112969732,0.924,0.762,1.16E-97,0,Ogn
Col12a1,1.92E-101,-0.590434086,0.125,0.266,3.40E-97,0,Col12a1
Ldha,4.17E-101,-0.431147398,0.448,0.583,7.38E-97,0,Ldha
Nisch,1.73E-100,0.370006522,0.521,0.377,3.06E-96,0,Nisch
Lum,1.98E-100,-0.47737481,0.789,0.778,3.50E-96,0,Lum
Naaa,2.04E-100,0.388517071,0.29,0.158,3.60E-96,0,Naaa
Srgap1,2.83E-100,0.370665542,0.206,0.093,5.00E-96,0,Srgap1
Jpt1,2.88E-100,0.415348714,0.386,0.244,5.10E-96,0,Jpt1
Col1a2,8.47E-100,-0.410807207,0.992,0.961,1.50E-95,0,Col1a2
Matn2,9.45E-100,-0.451734893,0.075,0.205,1.67E-95,0,Matn2
F3,1.16E-99,-0.620629455,0.089,0.221,2.05E-95,0,F3
Col18a1,4.11E-99,-0.511617663,0.091,0.223,7.27E-95,0,Col18a1
Arhgef28,6.42E-99,0.313636817,0.126,0.041,1.14E-94,0,Arhgef28
Nav3,9.29E-99,0.313731566,0.143,0.051,1.64E-94,0,Nav3
Gpm6b,7.53E-98,-0.498059332,0.132,0.276,1.33E-93,0,Gpm6b
Zbtb16,1.30E-97,0.32725091,0.196,0.085,2.29E-93,0,Zbtb16
Ccl11,1.41E-97,0.22121778,0.541,0.354,2.50E-93,0,Ccl11
Csrp2,1.76E-97,0.318233778,0.525,0.361,3.11E-93,0,Csrp2
Calm2,2.91E-97,-0.397877025,0.649,0.725,5.14E-93,0,Calm2
Angpt1,4.26E-97,-0.432538455,0.05,0.167,7.54E-93,0,Angpt1
Antxr1,5.76E-97,0.325555346,0.615,0.467,1.02E-92,0,Antxr1
Sema3d,2.18E-96,0.269827352,0.133,0.045,3.86E-92,0,Sema3d
Fzd10,3.54E-96,0.188239694,0.055,0.007,6.26E-92,0,Fzd10
Cxcl1,1.86E-95,0.354717432,0.715,0.588,3.30E-91,0,Cxcl1
Spry1,2.56E-95,-0.467795782,0.021,0.119,4.53E-91,0,Spry1
Itgb1,8.13E-95,-0.376380247,0.638,0.723,1.44E-90,0,Itgb1
Vldlr,2.62E-94,0.341238452,0.244,0.123,4.63E-90,0,Vldlr
