,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
Eln.3,0,1.56310721,0.779,0.418,0,3,Eln
Igfbp3.3,0,1.555125607,0.562,0.148,0,3,Igfbp3
Mfap4.3,0,1.462834777,0.685,0.16,0,3,Mfap4
Cilp.3,0,1.445080309,0.853,0.314,0,3,Cilp
Cpxm2.3,0,1.384803389,0.657,0.153,0,3,Cpxm2
Sfrp2.3,0,1.371163929,0.727,0.29,0,3,Sfrp2
Ccn5.3,0,1.275998226,0.533,0.127,0,3,Ccn5
Lox.3,0,1.2219711,0.87,0.371,0,3,Lox
Gas6.3,0,1.147116993,0.802,0.315,0,3,Gas6
Thbs2.3,0,1.139188537,0.796,0.371,0,3,Thbs2
Sfrp1.3,0,1.110512444,0.676,0.24,0,3,Sfrp1
Fibin.3,0,1.010940777,0.546,0.159,0,3,Fibin
Igf1.3,0,0.997413877,0.929,0.535,0,3,Igf1
Itgbl1.3,0,0.960854913,0.577,0.172,0,3,Itgbl1
Ogn.3,0,0.860288493,0.98,0.79,0,3,Ogn
Serpinf1.3,0,0.790171392,0.974,0.791,0,3,Serpinf1
Fxyd6.3,0,0.775910659,0.606,0.193,0,3,Fxyd6
Fgf9.3,0,0.65109102,0.179,0.012,0,3,Fgf9
Kdr.3,1.76E-302,0.632480278,0.213,0.024,3.12E-298,3,Kdr
Dkk2.3,1.43E-289,1.275853361,0.551,0.196,2.53E-285,3,Dkk2
Piezo2.3,1.92E-279,0.765210477,0.378,0.088,3.40E-275,3,Piezo2
Fbln1.3,1.46E-277,0.891085391,0.742,0.349,2.59E-273,3,Fbln1
C1qtnf3.3,8.73E-273,1.134630713,0.482,0.151,1.54E-268,3,C1qtnf3
Aebp1.3,3.67E-263,0.693935822,0.975,0.787,6.49E-259,3,Aebp1
Angptl1.3,3.21E-262,0.907771059,0.76,0.357,5.68E-258,3,Angptl1
Bgn.3,1.01E-260,0.738036184,0.935,0.62,1.79E-256,3,Bgn
Gpnmb.3,1.74E-258,0.827263478,0.456,0.135,3.08E-254,3,Gpnmb
Fbln2.3,1.50E-240,0.718559175,0.919,0.651,2.66E-236,3,Fbln2
Egfl6.3,2.70E-234,0.58612427,0.19,0.025,4.78E-230,3,Egfl6
Col8a1.3,7.28E-233,1.050299671,0.516,0.19,1.29E-228,3,Col8a1
Gpx3.3,1.94E-231,0.841745112,0.958,0.781,3.43E-227,3,Gpx3
Tgfbi.3,7.32E-209,0.844502424,0.63,0.286,1.30E-204,3,Tgfbi
Ccn2.3,9.77E-206,0.87194575,0.472,0.166,1.73E-201,3,Ccn2
Emb.3,8.20E-204,0.718844368,0.594,0.251,1.45E-199,3,Emb
Apod.3,6.56E-201,0.877324028,0.859,0.583,1.16E-196,3,Apod
Pappa2.3,1.05E-191,0.624971863,0.118,0.011,1.86E-187,3,Pappa2
Stk17b.3,1.35E-186,0.510397918,0.246,0.054,2.39E-182,3,Stk17b
Mgp.3,1.06E-184,0.521582089,0.904,0.596,1.88E-180,3,Mgp
Gpc3.3,1.86E-182,0.950809616,0.67,0.376,3.30E-178,3,Gpc3
Ecrg4.3,3.85E-181,0.605216099,0.344,0.101,6.82E-177,3,Ecrg4
Fgl2.3,4.86E-171,0.806625327,0.638,0.331,8.61E-167,3,Fgl2
Sfrp4.3,7.16E-168,1.059843353,0.69,0.393,1.27E-163,3,Sfrp4
Clu.3,7.99E-167,0.727151366,0.361,0.118,1.41E-162,3,Clu
Tmem176b.3,8.84E-167,0.580528776,0.559,0.243,1.56E-162,3,Tmem176b
Col1a2.3,1.26E-164,0.434563114,1,0.966,2.23E-160,3,Col1a2
Col8a2.3,3.03E-164,0.446868164,0.218,0.047,5.36E-160,3,Col8a2
Pam.3,2.97E-163,0.666622467,0.801,0.516,5.25E-159,3,Pam
Dcn.3,5.09E-162,0.482896702,1,0.942,9.00E-158,3,Dcn
Pdgfrl.3,7.69E-161,0.632670786,0.444,0.172,1.36E-156,3,Pdgfrl
Fbln7.3,1.89E-160,0.820100243,0.464,0.192,3.34E-156,3,Fbln7
Col14a1.3,2.36E-159,0.517401465,0.93,0.677,4.18E-155,3,Col14a1
Efemp1.3,1.20E-158,-1.313113088,0.186,0.5,2.12E-154,3,Efemp1
Cldn10.3,2.44E-158,0.434486921,0.175,0.032,4.31E-154,3,Cldn10
Kng2.3,5.68E-155,0.410972651,0.156,0.026,1.01E-150,3,Kng2
Cdh11.3,9.45E-151,0.652277984,0.416,0.164,1.67E-146,3,Cdh11
Angpt4.3,5.71E-149,0.375909675,0.096,0.009,1.01E-144,3,Angpt4
Gas1.3,7.43E-148,0.598129739,0.761,0.462,1.32E-143,3,Gas1
Dhrs3.3,1.59E-147,0.566297355,0.366,0.132,2.81E-143,3,Dhrs3
Thbs4.3,1.69E-146,0.486527348,0.554,0.265,2.99E-142,3,Thbs4
Aspn.3,8.05E-146,0.769399244,0.81,0.561,1.42E-141,3,Aspn
Hmcn2.3,1.69E-144,0.584076293,0.489,0.207,2.99E-140,3,Hmcn2
Ccl11.3,1.23E-141,-1.274538804,0.127,0.433,2.18E-137,3,Ccl11
Pcsk5.3,3.18E-140,0.678633251,0.446,0.19,5.62E-136,3,Pcsk5
Fbn2.3,9.75E-139,0.58899643,0.275,0.084,1.73E-134,3,Fbn2
Smoc2.3,2.97E-138,0.096103886,0.817,0.456,5.25E-134,3,Smoc2
Itm2a.3,9.81E-138,0.588869018,0.836,0.589,1.74E-133,3,Itm2a
Dkk3.3,6.95E-135,0.566686666,0.339,0.122,1.23E-130,3,Dkk3
Prelp.3,1.22E-131,0.595813071,0.727,0.452,2.17E-127,3,Prelp
Id2.3,1.99E-129,0.620787049,0.468,0.207,3.53E-125,3,Id2
Fmod.3,2.81E-128,0.209971079,0.379,0.149,4.97E-124,3,Fmod
Pmepa1.3,2.23E-125,0.637247443,0.615,0.345,3.95E-121,3,Pmepa1
Cdc42ep3.3,1.88E-124,0.479058382,0.248,0.073,3.34E-120,3,Cdc42ep3
C2.3,2.08E-124,0.519176042,0.393,0.161,3.69E-120,3,C2
Cygb.3,1.98E-120,0.510829125,0.754,0.477,3.50E-116,3,Cygb
Rbp1.3,3.77E-119,0.481072946,0.491,0.23,6.67E-115,3,Rbp1
Phldb2.3,7.00E-115,0.498524763,0.453,0.212,1.24E-110,3,Phldb2
Ccdc80.3,2.04E-114,0.527203149,0.848,0.619,3.61E-110,3,Ccdc80
Podn.3,3.78E-114,0.449700143,0.499,0.236,6.70E-110,3,Podn
Ctla2a.3,7.14E-114,0.831293231,0.092,0.012,1.26E-109,3,Ctla2a
Lrp6.3,1.07E-108,0.507878987,0.476,0.235,1.90E-104,3,Lrp6
Lum.3,1.42E-105,0.410769323,0.94,0.765,2.51E-101,3,Lum
Pla1a.3,3.97E-104,-1.104128086,0.094,0.343,7.02E-100,3,Pla1a
Col1a1.3,2.52E-103,0.401812461,0.987,0.908,4.45E-99,3,Col1a1
Olfml3.3,3.22E-103,0.421314635,0.499,0.251,5.70E-99,3,Olfml3
Cd55.3,2.01E-100,-1.090922437,0.207,0.441,3.56E-96,3,Cd55
Kcnma1.3,2.81E-97,0.339588748,0.136,0.031,4.98E-93,3,Kcnma1
Armh4.3,5.75E-95,0.357524497,0.221,0.072,1.02E-90,3,Armh4
Tmem176a.3,9.93E-95,0.445288717,0.379,0.169,1.76E-90,3,Tmem176a
Cst3.3,3.56E-93,0.289456208,0.938,0.791,6.30E-89,3,Cst3
Tnmd.3,1.60E-92,0.267140668,0.272,0.102,2.84E-88,3,Tnmd
Ism1.3,4.74E-92,0.397938277,0.201,0.063,8.38E-88,3,Ism1
Cnmd.3,8.43E-92,0.311057605,0.058,0.005,1.49E-87,3,Cnmd
Serping1.3,1.97E-91,0.406347424,0.944,0.833,3.48E-87,3,Serping1
Prlr.3,2.01E-91,0.341621176,0.107,0.02,3.55E-87,3,Prlr
Rrad.3,7.93E-91,0.720591317,0.272,0.107,1.40E-86,3,Rrad
Tppp3.3,1.10E-90,-0.768385603,0.449,0.622,1.94E-86,3,Tppp3
Cd248.3,2.39E-89,-0.796243069,0.463,0.612,4.22E-85,3,Cd248
Pamr1.3,3.47E-89,0.456011006,0.597,0.351,6.14E-85,3,Pamr1
Ctsk.3,6.29E-87,0.527207008,0.696,0.471,1.11E-82,3,Ctsk
Col12a1.3,6.88E-87,0.536060382,0.412,0.208,1.22E-82,3,Col12a1
Cdkn1c.3,1.81E-86,0.385811675,0.547,0.307,3.20E-82,3,Cdkn1c
Pcolce.3,2.48E-86,0.38911837,0.904,0.721,4.39E-82,3,Pcolce
Lamb1.3,1.06E-85,-0.718781681,0.354,0.554,1.87E-81,3,Lamb1
C1qtnf2.3,2.33E-85,0.395792513,0.344,0.154,4.13E-81,3,C1qtnf2
Gnas.3,1.41E-83,0.409597393,0.752,0.543,2.50E-79,3,Gnas
Plxna4.3,1.46E-83,0.221634584,0.088,0.015,2.59E-79,3,Plxna4
Vipr2.3,1.02E-82,0.287925039,0.097,0.018,1.80E-78,3,Vipr2
Nox4.3,1.80E-82,0.424726595,0.297,0.125,3.18E-78,3,Nox4
Prnp.3,4.27E-81,0.362483186,0.691,0.456,7.56E-77,3,Prnp
Ugdh.3,1.07E-80,-1.087160218,0.532,0.645,1.89E-76,3,Ugdh
Crispld1.3,3.71E-79,0.436060431,0.244,0.093,6.57E-75,3,Crispld1
Il11ra1.3,8.04E-79,0.356959438,0.75,0.513,1.42E-74,3,Il11ra1
Cdon.3,1.81E-78,0.424629973,0.374,0.183,3.20E-74,3,Cdon
Shox2.3,2.56E-77,0.395602578,0.441,0.234,4.52E-73,3,Shox2
Spta1.3,1.12E-76,0.166195359,0.053,0.006,1.99E-72,3,Spta1
Nfix.3,1.14E-76,0.368766469,0.733,0.507,2.01E-72,3,Nfix
Ier3.3,6.04E-75,0.454322409,0.628,0.404,1.07E-70,3,Ier3
Grem2.3,1.26E-74,0.388048292,0.176,0.059,2.24E-70,3,Grem2
Lgr5.3,1.69E-74,0.107408571,0.04,0.003,3.00E-70,3,Lgr5
Adamts2.3,2.85E-74,0.388870661,0.74,0.526,5.04E-70,3,Adamts2
Fosb.3,8.63E-74,0.277663823,0.963,0.873,1.53E-69,3,Fosb
Fgf16.3,2.17E-73,0.317388709,0.097,0.021,3.83E-69,3,Fgf16
Palld.3,2.56E-73,0.443371993,0.499,0.295,4.53E-69,3,Palld
Nexn.3,2.90E-73,0.282045812,0.236,0.091,5.13E-69,3,Nexn
Mdk.3,3.44E-73,0.378915909,0.35,0.167,6.09E-69,3,Mdk
Aff3.3,7.91E-73,0.324016493,0.186,0.063,1.40E-68,3,Aff3
Nrtn.3,2.30E-72,0.109033486,0.036,0.002,4.07E-68,3,Nrtn
Stc1.3,1.84E-71,0.418879886,0.083,0.016,3.26E-67,3,Stc1
Htra1.3,2.75E-70,0.373412758,0.79,0.585,4.87E-66,3,Htra1
Col5a3.3,5.39E-70,-0.697688716,0.578,0.662,9.54E-66,3,Col5a3
Tmsb4x.3,1.77E-69,-0.345692651,0.928,0.918,3.13E-65,3,Tmsb4x
Gas7.3,9.44E-69,-0.856200498,0.122,0.314,1.67E-64,3,Gas7
Scara5.3,5.80E-68,-0.754635584,0.249,0.437,1.03E-63,3,Scara5
Cacna1g.3,2.05E-67,0.193725354,0.09,0.019,3.63E-63,3,Cacna1g
Thy1.3,4.43E-67,-0.711149076,0.366,0.518,7.84E-63,3,Thy1
Gpc4.3,1.57E-66,0.292455754,0.218,0.086,2.79E-62,3,Gpc4
Nid1.3,5.24E-65,-0.577993576,0.694,0.727,9.28E-61,3,Nid1
Fat4.3,1.24E-64,0.254117505,0.129,0.037,2.19E-60,3,Fat4
Sparcl1.3,5.65E-64,-1.358322454,0.173,0.351,1.00E-59,3,Sparcl1
Myoc.3,1.85E-63,0.660360436,0.499,0.319,3.28E-59,3,Myoc
Epha4.3,3.31E-63,0.226747377,0.109,0.028,5.87E-59,3,Epha4
Bicc1.3,4.28E-63,0.37384044,0.668,0.456,7.58E-59,3,Bicc1
Ccn3.3,7.87E-63,0.951019515,0.406,0.241,1.39E-58,3,Ccn3
Actn1.3,9.14E-63,0.339582142,0.335,0.166,1.62E-58,3,Actn1
Col5a2.3,1.22E-62,0.346871833,0.877,0.728,2.17E-58,3,Col5a2
Cited1.3,1.78E-62,0.21377521,0.063,0.011,3.14E-58,3,Cited1
Svep1.3,2.44E-62,0.373146333,0.37,0.193,4.32E-58,3,Svep1
Igfbp5.3,3.12E-62,-0.824352363,0.609,0.702,5.53E-58,3,Igfbp5
Cd34.3,7.99E-62,-0.565296843,0.615,0.688,1.41E-57,3,Cd34
Ar.3,2.50E-61,0.359042121,0.559,0.354,4.43E-57,3,Ar
Ackr3.3,1.25E-60,-0.728831084,0.473,0.587,2.21E-56,3,Ackr3
Tgm2.3,4.73E-60,0.3851281,0.173,0.064,8.38E-56,3,Tgm2
Col16a1.3,5.58E-60,0.356034683,0.489,0.301,9.88E-56,3,Col16a1
Cthrc1.3,9.15E-60,0.578355056,0.415,0.239,1.62E-55,3,Cthrc1
Tnc.3,1.54E-59,0.503039472,0.333,0.172,2.73E-55,3,Tnc
Emp1.3,4.06E-59,0.305036718,0.803,0.606,7.19E-55,3,Emp1
Cpe.3,8.43E-59,0.228062987,0.234,0.099,1.49E-54,3,Cpe
Ikzf4.3,1.16E-58,0.231828111,0.107,0.029,2.05E-54,3,Ikzf4
Nucb2.3,5.66E-58,0.34098855,0.568,0.371,1.00E-53,3,Nucb2
Efhd1.3,1.19E-57,-0.640934668,0.043,0.201,2.11E-53,3,Efhd1
Spon1.3,2.40E-57,0.344385268,0.307,0.154,4.24E-53,3,Spon1
Ddah1.3,4.04E-57,0.382044326,0.157,0.057,7.15E-53,3,Ddah1
Tgfb3.3,6.89E-57,0.343736509,0.278,0.134,1.22E-52,3,Tgfb3
Zeb2.3,8.63E-57,-0.639132855,0.258,0.43,1.53E-52,3,Zeb2
Cxcl1.3,1.18E-56,-0.738495735,0.519,0.634,2.08E-52,3,Cxcl1
Col4a1.3,2.16E-56,-0.90482591,0.417,0.539,3.83E-52,3,Col4a1
Cfb.3,6.56E-55,0.399681196,0.474,0.292,1.16E-50,3,Cfb
Smpd3.3,8.21E-55,-1.057351078,0.04,0.19,1.45E-50,3,Smpd3
Fat1.3,9.65E-55,0.366162776,0.224,0.1,1.71E-50,3,Fat1
Nbl1.3,1.95E-54,0.353888293,0.758,0.573,3.45E-50,3,Nbl1
Clec11a.3,2.03E-54,0.317073454,0.264,0.125,3.59E-50,3,Clec11a
Mir99ahg.3,4.15E-54,0.346756346,0.397,0.224,7.35E-50,3,Mir99ahg
Gm765.3,7.70E-54,0.177387802,0.056,0.009,1.36E-49,3,Gm765
Foxp1.3,1.13E-53,0.330845849,0.487,0.303,2.00E-49,3,Foxp1
Kcnip4.3,4.64E-53,0.083678366,0.028,0.002,8.21E-49,3,Kcnip4
Ctsl.3,4.76E-53,0.245557527,0.945,0.841,8.42E-49,3,Ctsl
Cpxm1.3,7.63E-53,0.312909556,0.634,0.434,1.35E-48,3,Cpxm1
Lgals1.3,1.78E-52,0.193849337,0.966,0.877,3.16E-48,3,Lgals1
Svil.3,3.00E-52,0.303894146,0.499,0.317,5.30E-48,3,Svil
Zfp185.3,3.22E-52,0.161103613,0.074,0.017,5.70E-48,3,Zfp185
Crispld2.3,3.87E-52,0.064795054,0.399,0.212,6.85E-48,3,Crispld2
Mn1.3,5.88E-52,0.225643172,0.162,0.061,1.04E-47,3,Mn1
Ptgis.3,1.07E-51,0.282141578,0.361,0.198,1.90E-47,3,Ptgis
Man2a1.3,2.19E-51,0.318578165,0.533,0.349,3.87E-47,3,Man2a1
Tmem119.3,2.58E-51,0.290085452,0.247,0.118,4.56E-47,3,Tmem119
Ces2g.3,4.55E-51,0.314180212,0.242,0.114,8.06E-47,3,Ces2g
Nedd9.3,4.71E-51,0.204907787,0.129,0.044,8.33E-47,3,Nedd9
Adam33.3,4.92E-51,0.300544897,0.349,0.187,8.71E-47,3,Adam33
Faim2.3,5.37E-51,0.133869686,0.049,0.008,9.51E-47,3,Faim2
Mfap2.3,6.19E-51,0.303605201,0.587,0.391,1.09E-46,3,Mfap2
Nrg1.3,9.29E-50,0.11482806,0.051,0.009,1.64E-45,3,Nrg1
Nrip1.3,2.63E-49,0.324541392,0.396,0.232,4.65E-45,3,Nrip1
Pdzrn3.3,1.22E-48,0.266331488,0.241,0.116,2.15E-44,3,Pdzrn3
Gm5084.3,1.65E-48,0.09735939,0.03,0.003,2.92E-44,3,Gm5084
Gaa.3,4.17E-48,0.27777972,0.408,0.242,7.38E-44,3,Gaa
Spock2.3,6.35E-48,0.247643841,0.155,0.059,1.12E-43,3,Spock2
Fmo1.3,1.39E-47,0.246030928,0.228,0.106,2.46E-43,3,Fmo1
Fgf7.3,1.70E-47,0.293018443,0.346,0.191,3.00E-43,3,Fgf7
Tek.3,1.80E-47,-0.548783245,0.052,0.191,3.18E-43,3,Tek
Dab2.3,2.42E-47,0.298643926,0.306,0.163,4.28E-43,3,Dab2
Dennd4a.3,2.57E-47,0.21445805,0.142,0.053,4.55E-43,3,Dennd4a
Pkp2.3,3.32E-47,0.102705182,0.036,0.004,5.87E-43,3,Pkp2
Ppp1r10.3,4.78E-47,0.263766441,0.361,0.204,8.46E-43,3,Ppp1r10
Adgrl2.3,1.35E-46,0.221302616,0.129,0.046,2.39E-42,3,Adgrl2
Tmem100.3,3.67E-46,-0.765192898,0.24,0.383,6.50E-42,3,Tmem100
Tcea3.3,4.34E-46,0.230820232,0.249,0.123,7.67E-42,3,Tcea3
Lepr.3,8.13E-46,0.186158271,0.075,0.019,1.44E-41,3,Lepr
Pi16.3,1.39E-45,-1.019233476,0.591,0.647,2.46E-41,3,Pi16
Cgnl1.3,1.57E-45,0.273317547,0.204,0.093,2.78E-41,3,Cgnl1
Peg3.3,2.01E-45,0.273636934,0.335,0.185,3.56E-41,3,Peg3
Cmya5.3,7.79E-45,0.152287884,0.107,0.035,1.38E-40,3,Cmya5
Cd9.3,1.58E-44,0.191154382,0.725,0.519,2.80E-40,3,Cd9
Raly.3,6.15E-44,0.269920409,0.301,0.164,1.09E-39,3,Raly
Ldb2.3,8.80E-44,0.238371692,0.239,0.116,1.56E-39,3,Ldb2
Ly6c1.3,1.08E-43,-0.439016762,0.69,0.739,1.91E-39,3,Ly6c1
Slc14a1.3,1.30E-43,0.058467777,0.015,0,2.31E-39,3,Slc14a1
Cadm1.3,4.89E-43,0.105477579,0.059,0.013,8.65E-39,3,Cadm1
Pbx1.3,4.93E-43,0.267859511,0.359,0.209,8.72E-39,3,Pbx1
Procr.3,8.09E-43,-0.757154676,0.123,0.263,1.43E-38,3,Procr
Rcn3.3,1.02E-42,0.270054219,0.766,0.603,1.80E-38,3,Rcn3
Col4a2.3,1.93E-42,-0.787320207,0.251,0.382,3.42E-38,3,Col4a2
Pnp.3,2.11E-42,0.304878996,0.579,0.409,3.73E-38,3,Pnp
Metrnl.3,2.12E-42,-0.628742067,0.162,0.305,3.75E-38,3,Metrnl
Ghr.3,2.82E-42,0.278472366,0.251,0.128,4.99E-38,3,Ghr
Hmgcs2.3,2.90E-42,0.14959269,0.056,0.012,5.14E-38,3,Hmgcs2
Cpz.3,3.67E-42,0.224405388,0.133,0.051,6.49E-38,3,Cpz
Cped1.3,4.31E-42,0.234066675,0.385,0.229,7.62E-38,3,Cped1
Gm15677.3,4.31E-42,0.070309921,0.028,0.003,7.62E-38,3,Gm15677
Ccn1.3,6.12E-42,0.293175526,0.754,0.602,1.08E-37,3,Ccn1
Pdia3.3,8.10E-42,0.226966996,0.875,0.732,1.43E-37,3,Pdia3
Ltbp3.3,8.19E-42,0.228924926,0.267,0.14,1.45E-37,3,Ltbp3
Ephb2.3,1.35E-41,0.161861689,0.109,0.037,2.38E-37,3,Ephb2
Ramp2.3,1.80E-41,-0.560532776,0.184,0.327,3.19E-37,3,Ramp2
Syt17.3,2.28E-41,0.108546341,0.046,0.009,4.03E-37,3,Syt17
Cmah.3,2.58E-41,-0.597045713,0.109,0.247,4.56E-37,3,Cmah
Nceh1.3,3.01E-41,0.16938856,0.108,0.037,5.33E-37,3,Nceh1
S100a6.3,4.61E-41,-0.27650982,0.973,0.935,8.16E-37,3,S100a6
Sulf2.3,5.19E-41,0.294664569,0.404,0.255,9.19E-37,3,Sulf2
Adm.3,6.19E-41,0.387644057,0.308,0.175,1.10E-36,3,Adm
Nr4a2.3,8.12E-41,0.388848733,0.344,0.206,1.44E-36,3,Nr4a2
Sdf4.3,1.04E-40,0.245681555,0.537,0.363,1.84E-36,3,Sdf4
Ccbe1.3,3.13E-40,0.23187514,0.11,0.039,5.55E-36,3,Ccbe1
Omd.3,3.75E-40,0.243576854,0.153,0.064,6.64E-36,3,Omd
P3h3.3,4.52E-40,0.233674888,0.49,0.322,7.99E-36,3,P3h3
Dnajb9.3,6.80E-40,0.26128601,0.492,0.327,1.20E-35,3,Dnajb9
Ifi203.3,9.87E-40,0.438759677,0.539,0.381,1.75E-35,3,Ifi203
Mmp3.3,1.14E-39,0.44204649,0.45,0.3,2.02E-35,3,Mmp3
Fkbp9.3,1.38E-39,0.249412958,0.61,0.441,2.44E-35,3,Fkbp9
Dnajc3.3,1.48E-39,0.235775048,0.71,0.539,2.62E-35,3,Dnajc3
Hexa.3,1.66E-39,0.259669638,0.507,0.341,2.93E-35,3,Hexa
Sned1.3,3.06E-39,-0.588897743,0.101,0.236,5.41E-35,3,Sned1
Boc.3,4.95E-39,0.206058819,0.165,0.072,8.75E-35,3,Boc
Mpp6.3,5.67E-39,0.212267351,0.196,0.093,1.00E-34,3,Mpp6
Wnt16.3,7.68E-39,0.152078754,0.068,0.018,1.36E-34,3,Wnt16
Gadd45g.3,8.28E-39,0.261212559,0.598,0.423,1.47E-34,3,Gadd45g
Maff.3,8.77E-39,0.293564705,0.434,0.281,1.55E-34,3,Maff
Fzd2.3,9.04E-39,0.213945956,0.233,0.12,1.60E-34,3,Fzd2
Skil.3,1.31E-38,0.280338369,0.367,0.225,2.33E-34,3,Skil
Ubb.3,3.05E-38,0.170248585,0.989,0.942,5.39E-34,3,Ubb
Antxr2.3,3.12E-38,-0.510625884,0.203,0.342,5.53E-34,3,Antxr2
Ncam1.3,4.57E-38,0.186726882,0.213,0.105,8.08E-34,3,Ncam1
Hspa5.3,1.07E-37,0.188888806,0.976,0.921,1.90E-33,3,Hspa5
Tspan13.3,1.14E-37,0.152668823,0.069,0.019,2.02E-33,3,Tspan13
Dnajb1.3,1.39E-37,0.234498154,0.607,0.439,2.47E-33,3,Dnajb1
Gadd45b.3,1.46E-37,0.176943851,0.507,0.339,2.58E-33,3,Gadd45b
Limch1.3,1.96E-37,-0.536605376,0.027,0.135,3.46E-33,3,Limch1
Gabra3.3,2.29E-37,0.275522822,0.223,0.115,4.05E-33,3,Gabra3
Myo10.3,2.48E-37,0.166571422,0.17,0.077,4.39E-33,3,Myo10
Setbp1.3,2.77E-37,0.247398056,0.225,0.115,4.90E-33,3,Setbp1
Lrrc15.3,3.89E-37,0.368629429,0.197,0.098,6.88E-33,3,Lrrc15
Icam1.3,4.14E-37,0.241925774,0.193,0.093,7.33E-33,3,Icam1
Mbnl1.3,6.29E-37,0.271572205,0.6,0.441,1.11E-32,3,Mbnl1
Ltbp2.3,7.35E-37,0.190065458,0.081,0.025,1.30E-32,3,Ltbp2
Angptl2.3,1.27E-36,0.297211719,0.475,0.324,2.24E-32,3,Angptl2
Grn.3,1.31E-36,0.234608276,0.574,0.409,2.31E-32,3,Grn
Cadm3.3,1.48E-36,-0.492553015,0.094,0.221,2.62E-32,3,Cadm3
Chrdl1.3,1.73E-36,0.24417675,0.237,0.124,3.06E-32,3,Chrdl1
Palmd.3,6.10E-36,0.120728159,0.085,0.027,1.08E-31,3,Palmd
Sbsn.3,7.35E-36,-0.653427099,0.083,0.203,1.30E-31,3,Sbsn
Stc2.3,1.41E-35,0.11561137,0.051,0.012,2.50E-31,3,Stc2
Brd2.3,1.76E-35,0.204306969,0.624,0.454,3.11E-31,3,Brd2
Anpep.3,1.97E-35,0.204948462,0.428,0.271,3.48E-31,3,Anpep
Kcne4.3,2.19E-35,0.218219284,0.112,0.042,3.88E-31,3,Kcne4
Txnip.3,2.46E-35,0.272011951,0.418,0.27,4.35E-31,3,Txnip
Srpx2.3,2.76E-35,0.213462674,0.386,0.242,4.88E-31,3,Srpx2
Gria3.3,3.06E-35,0.191664594,0.167,0.077,5.42E-31,3,Gria3
Bag3.3,3.09E-35,0.220529192,0.487,0.33,5.48E-31,3,Bag3
Plscr2.3,3.64E-35,0.146922814,0.096,0.034,6.45E-31,3,Plscr2
Pdgfd.3,4.08E-35,0.186178695,0.141,0.06,7.22E-31,3,Pdgfd
Hacd4.3,4.09E-35,0.22900869,0.168,0.079,7.24E-31,3,Hacd4
Twsg1.3,9.92E-35,0.257672728,0.429,0.283,1.76E-30,3,Twsg1
Dpysl3.3,1.76E-34,0.233565434,0.56,0.392,3.11E-30,3,Dpysl3
S100g.3,1.84E-34,0.131949711,0.024,0.003,3.25E-30,3,S100g
Mustn1.3,2.35E-34,-0.490855625,0.043,0.152,4.15E-30,3,Mustn1
Gm48898.3,3.29E-34,0.060968994,0.018,0.001,5.83E-30,3,Gm48898
Auts2.3,3.33E-34,0.202225683,0.243,0.131,5.89E-30,3,Auts2
Igfbp7.3,3.56E-34,0.043520022,0.921,0.717,6.29E-30,3,Igfbp7
Jam2.3,4.27E-34,0.190170238,0.133,0.056,7.55E-30,3,Jam2
Enpp2.3,4.38E-34,-0.676118382,0.096,0.214,7.76E-30,3,Enpp2
Sgk1.3,4.95E-34,0.33462394,0.519,0.369,8.76E-30,3,Sgk1
Selenop.3,8.26E-34,0.231915022,0.367,0.225,1.46E-29,3,Selenop
Mxra7.3,8.87E-34,0.191413897,0.479,0.318,1.57E-29,3,Mxra7
Fgf14.3,1.42E-33,0.15092332,0.081,0.026,2.52E-29,3,Fgf14
Hcfc1r1.3,2.14E-33,0.233123283,0.418,0.274,3.79E-29,3,Hcfc1r1
Nfib.3,2.42E-33,0.239852177,0.697,0.535,4.29E-29,3,Nfib
Fhod3.3,2.97E-33,0.088553949,0.039,0.008,5.26E-29,3,Fhod3
Thbd.3,3.89E-33,-0.62833472,0.155,0.277,6.88E-29,3,Thbd
Zfp36.3,3.97E-33,0.178674038,0.889,0.776,7.02E-29,3,Zfp36
Irs2.3,4.53E-33,0.213717506,0.45,0.298,8.02E-29,3,Irs2
Npr3.3,4.54E-33,0.132322855,0.046,0.01,8.04E-29,3,Npr3
Cd302.3,4.70E-33,0.197609773,0.754,0.592,8.32E-29,3,Cd302
Fkbp7.3,5.72E-33,0.228500289,0.57,0.411,1.01E-28,3,Fkbp7
Dtd1.3,6.60E-33,0.274269612,0.219,0.116,1.17E-28,3,Dtd1
Lamb2.3,7.08E-33,0.241627926,0.533,0.387,1.25E-28,3,Lamb2
Mlana.3,8.59E-33,0.178654471,0.065,0.019,1.52E-28,3,Mlana
Angpt1.3,9.64E-33,0.225798817,0.231,0.125,1.71E-28,3,Angpt1
Tent5a.3,1.90E-32,0.274730011,0.479,0.327,3.36E-28,3,Tent5a
Mmp2.3,1.92E-32,0.262385931,0.911,0.814,3.40E-28,3,Mmp2
Ccdc152.3,2.08E-32,0.183077376,0.216,0.113,3.68E-28,3,Ccdc152
Ctsd.3,2.10E-32,0.216684732,0.575,0.423,3.72E-28,3,Ctsd
Zfp385a.3,3.23E-32,-0.412136492,0.068,0.179,5.72E-28,3,Zfp385a
Megf6.3,5.86E-32,0.071697759,0.036,0.007,1.04E-27,3,Megf6
Emilin2.3,6.18E-32,-0.519147852,0.303,0.414,1.09E-27,3,Emilin2
