,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
Kif11.9,0.010455581,-0.038986132,0.002,0.014,1,9,Kif11
Bub1.9,0.010471618,-0.025174656,0,0.011,1,9,Bub1
Tstd3.9,0.010498334,-0.03219977,0.011,0.029,1,9,Tstd3
Gar1.9,0.010498694,-0.068826806,0.074,0.109,1,9,Gar1
H2-Ab1.9,0.010505578,-0.035254974,0.003,0.017,1,9,H2-Ab1
Desi2.9,0.010508575,-0.052387383,0.13,0.176,1,9,Desi2
Tprkb.9,0.010514397,-0.039548698,0.074,0.11,1,9,Tprkb
Mettl9.9,0.010525394,0.009756812,0.128,0.178,1,9,Mettl9
Moxd1.9,0.010572007,0.029493106,0.01,0.003,1,9,Moxd1
Ifnar2.9,0.010580094,-0.049478223,0.174,0.228,1,9,Ifnar2
Haus8.9,0.010580541,-0.060982885,0.015,0.034,1,9,Haus8
Man2b2.9,0.010587813,-0.06645896,0.03,0.053,1,9,Man2b2
Ski.9,0.01059525,0.183565208,0.323,0.3,1,9,Ski
Gcsh.9,0.010615198,0.006392694,0.09,0.13,1,9,Gcsh
Lrrc14.9,0.010629099,-0.043404428,0.015,0.034,1,9,Lrrc14
Hibadh.9,0.010631012,-0.06845473,0.11,0.151,1,9,Hibadh
Fcf1.9,0.010671058,0.048193697,0.117,0.162,1,9,Fcf1
Acan.9,0.01068211,-0.047344666,0,0.011,1,9,Acan
Rbis.9,0.010691347,-0.024169712,0.207,0.269,1,9,Rbis
Chmp4b.9,0.010694129,-0.068926766,0.342,0.425,1,9,Chmp4b
Rab38.9,0.010697988,-0.038711717,0.003,0.017,1,9,Rab38
Manba.9,0.010717494,-0.012859891,0.041,0.069,1,9,Manba
Acer3.9,0.010729049,0.030837518,0.033,0.058,1,9,Acer3
Pcbp1.9,0.010737601,-0.028793747,0.309,0.389,1,9,Pcbp1
Sf3b6.9,0.010742348,0.004441319,0.179,0.239,1,9,Sf3b6
Prmt3.9,0.010788716,-0.050558656,0.033,0.058,1,9,Prmt3
Gm45257.9,0.010801075,0.032282805,0.011,0.004,1,9,Gm45257
Cop1.9,0.010803892,-0.013788839,0.057,0.089,1,9,Cop1
Yipf3.9,0.010838664,0.046758555,0.166,0.224,1,9,Yipf3
Sema7a.9,0.010843089,-0.038382195,0.005,0.019,1,9,Sema7a
Erbin.9,0.01086245,0.010692313,0.125,0.171,1,9,Erbin
Cers2.9,0.010879095,-0.005244287,0.126,0.174,1,9,Cers2
Nipa1.9,0.010882029,-0.053499994,0.025,0.047,1,9,Nipa1
Strip1.9,0.010896952,-0.036255108,0.028,0.052,1,9,Strip1
Abce1.9,0.01090097,-0.01332608,0.105,0.148,1,9,Abce1
Wrap73.9,0.010904842,-0.051256596,0.018,0.038,1,9,Wrap73
Atpif1.9,0.010910032,-0.048305619,0.355,0.429,1,9,Atpif1
Lrmda.9,0.010910558,-0.044087804,0.007,0.022,1,9,Lrmda
Opa3.9,0.010922877,-0.062859395,0.039,0.066,1,9,Opa3
Iglon5.9,0.010935682,-0.031245767,0.003,0.017,1,9,Iglon5
Fmn1.9,0.010949172,-0.032166296,0.031,0.056,1,9,Fmn1
Keap1.9,0.010962697,-0.002430535,0.099,0.14,1,9,Keap1
Reps1.9,0.01096859,-0.036042206,0.016,0.036,1,9,Reps1
Naa50.9,0.01097832,-0.014520322,0.149,0.202,1,9,Naa50
Pear1.9,0.010981561,0.096142015,0.057,0.038,1,9,Pear1
Rps2-ps10.9,0.010985193,-0.044160833,0.268,0.336,1,9,Rps2-ps10
Tnks2.9,0.011007575,-0.031639637,0.113,0.156,1,9,Tnks2
Zfp566.9,0.011008622,-0.044616421,0.002,0.014,1,9,Zfp566
Cpox.9,0.011040901,-0.003662113,0.056,0.086,1,9,Cpox
Eef2kmt.9,0.011065574,-0.050212239,0.048,0.077,1,9,Eef2kmt
Ing5.9,0.01106638,-0.039722083,0.049,0.078,1,9,Ing5
Krcc1.9,0.01107815,-0.019556099,0.2,0.262,1,9,Krcc1
Nudt2.9,0.011086453,-0.061712017,0.03,0.053,1,9,Nudt2
Nfkbib.9,0.011103568,-0.047312917,0.072,0.106,1,9,Nfkbib
Cdkn3.9,0.011116139,-0.025188341,0,0.01,1,9,Cdkn3
0610012G03Rik.9,0.011118071,0.019762682,0.117,0.164,1,9,0610012G03Rik
Ncbp1.9,0.011130113,-0.05476264,0.046,0.074,1,9,Ncbp1
Dgka.9,0.011131445,0.094293994,0.054,0.035,1,9,Dgka
Gm45774.9,0.011138279,-0.112234487,0.182,0.232,1,9,Gm45774
Adsl.9,0.011142957,-0.022092953,0.031,0.056,1,9,Adsl
Cpped1.9,0.011149992,-0.040471537,0.048,0.076,1,9,Cpped1
Gtf2e2.9,0.011179609,-0.023935033,0.066,0.099,1,9,Gtf2e2
Rad51.9,0.011222667,0.110170553,0.025,0.013,1,9,Rad51
Tipin.9,0.011266876,-0.013812993,0.051,0.081,1,9,Tipin
Ppm1m.9,0.011268392,-0.032409852,0.043,0.07,1,9,Ppm1m
Rubcn.9,0.01128463,-0.038618743,0.025,0.047,1,9,Rubcn
Cmas.9,0.011292679,0.002153317,0.053,0.083,1,9,Cmas
Mrpl58.9,0.011310452,0.011966242,0.09,0.129,1,9,Mrpl58
Naaladl2.9,0.01133223,-0.062624275,0.031,0.055,1,9,Naaladl2
Stn1.9,0.011333684,-0.01822892,0.033,0.058,1,9,Stn1
Rapgef6.9,0.011364198,0.163815189,0.184,0.153,1,9,Rapgef6
Actr1b.9,0.011378034,-0.024118103,0.074,0.109,1,9,Actr1b
Ndufs2.9,0.011384595,-0.054565866,0.164,0.217,1,9,Ndufs2
Mcrip1.9,0.011384742,-0.016217571,0.212,0.279,1,9,Mcrip1
Slc20a2.9,0.011397539,-0.048984071,0.01,0.027,1,9,Slc20a2
Dcaf7.9,0.011407327,-0.03141689,0.041,0.068,1,9,Dcaf7
Pi4k2b.9,0.011409707,-0.045639683,0.054,0.085,1,9,Pi4k2b
Sec11a.9,0.011416183,0.005000457,0.245,0.314,1,9,Sec11a
Erf.9,0.01143552,0.163366111,0.072,0.051,1,9,Erf
Saysd1.9,0.011436528,-0.007227732,0.043,0.071,1,9,Saysd1
Gm20768.9,0.011445939,-0.041301452,0.002,0.013,1,9,Gm20768
Kif26b.9,0.01147058,-0.028057236,0.003,0.016,1,9,Kif26b
Micos10.9,0.011472945,0.211356426,0.493,0.505,1,9,Micos10
Dhx29.9,0.011490177,-0.034635546,0.072,0.107,1,9,Dhx29
Mef2d.9,0.01149057,-0.023614737,0.028,0.051,1,9,Mef2d
Phgdh.9,0.011494822,-0.037909521,0.007,0.022,1,9,Phgdh
Commd2.9,0.011499176,-0.018890368,0.079,0.115,1,9,Commd2
Psma3.9,0.011567726,-0.020258794,0.233,0.299,1,9,Psma3
Gm18284.9,0.011579627,0.013557412,0.007,0.002,1,9,Gm18284
Snx3.9,0.011583148,-0.033897523,0.269,0.343,1,9,Snx3
Sec14l1.9,0.011584044,-0.002670596,0.117,0.161,1,9,Sec14l1
Rarres1.9,0.011586261,0.01669529,0.007,0.002,1,9,Rarres1
Ttc37.9,0.011586723,-0.048478428,0.041,0.068,1,9,Ttc37
Kctd17.9,0.011598924,-0.031146774,0.08,0.117,1,9,Kctd17
Mrpl35.9,0.011617617,-0.051434258,0.069,0.102,1,9,Mrpl35
Lsm8.9,0.011632711,-0.00347282,0.076,0.111,1,9,Lsm8
Kdm5b.9,0.011676711,-0.032075597,0.146,0.195,1,9,Kdm5b
Smtn.9,0.011694146,-0.086129424,0.1,0.14,1,9,Smtn
Cldn11.9,0.011700735,-0.060370935,0.003,0.016,1,9,Cldn11
Arhgef7.9,0.011725064,-0.07591742,0.053,0.081,1,9,Arhgef7
Man1c1.9,0.011726634,-0.058163728,0.051,0.08,1,9,Man1c1
Eif2s1.9,0.011731652,0.009440771,0.13,0.178,1,9,Eif2s1
Rab10.9,0.011748943,-0.01689368,0.223,0.289,1,9,Rab10
Aprt.9,0.011756461,-0.031729503,0.153,0.204,1,9,Aprt
Add1.9,0.011766527,0.034039468,0.209,0.273,1,9,Add1
Vapa.9,0.011778368,-0.016390853,0.186,0.244,1,9,Vapa
Mndal.9,0.011779754,-0.141549093,0.34,0.4,1,9,Mndal
Tmem104.9,0.011781413,-0.030581607,0.002,0.013,1,9,Tmem104
Cmc2.9,0.011792013,-0.032605826,0.033,0.058,1,9,Cmc2
2810408I11Rik.9,0.011797477,-0.019572692,0.002,0.013,1,9,2810408I11Rik
Polr2d.9,0.011800589,-0.025113907,0.054,0.085,1,9,Polr2d
Stxbp6.9,0.011802868,-0.083701716,0.099,0.137,1,9,Stxbp6
Scamp2.9,0.011802988,-0.014920745,0.153,0.206,1,9,Scamp2
Gm2986.9,0.011806131,0.030402737,0.008,0.003,1,9,Gm2986
Arl3.9,0.011815563,-0.033849153,0.212,0.272,1,9,Arl3
Ston1.9,0.011834627,0.100131974,0.044,0.028,1,9,Ston1
Ankrd49.9,0.011845604,-0.019388005,0.028,0.051,1,9,Ankrd49
As3mt.9,0.011858973,-0.024777179,0.025,0.047,1,9,As3mt
Steap2.9,0.011869041,-0.026213543,0.039,0.066,1,9,Steap2
Bcl2l13.9,0.011870965,-0.044679355,0.02,0.04,1,9,Bcl2l13
Ncald.9,0.011887681,0.092033929,0.082,0.058,1,9,Ncald
Tspan15.9,0.011890072,-0.076988493,0.002,0.013,1,9,Tspan15
Hmgcs2.9,0.011905873,-0.07134247,0.003,0.016,1,9,Hmgcs2
Hnrnpm.9,0.011910113,-0.060056725,0.374,0.456,1,9,Hnrnpm
5430416N02Rik.9,0.01192497,-0.044197375,0.028,0.051,1,9,5430416N02Rik
Ahcyl1.9,0.011935122,-0.007184613,0.149,0.198,1,9,Ahcyl1
Fbxw2.9,0.011991802,-0.023237153,0.112,0.154,1,9,Fbxw2
Klf16.9,0.012021039,0.120919322,0.039,0.024,1,9,Klf16
CT010467.1.9,0.012029599,-0.095908521,0.55,0.625,1,9,CT010467.1
Pctp.9,0.012039007,-0.031990551,0,0.01,1,9,Pctp
Tsr2.9,0.012054503,-0.059751058,0.041,0.068,1,9,Tsr2
Stx17.9,0.012064835,-0.027817998,0.039,0.066,1,9,Stx17
Ergic3.9,0.01207585,0.011093039,0.255,0.328,1,9,Ergic3
Zfp369.9,0.012114326,-0.037374805,0.007,0.021,1,9,Zfp369
4833438C02Rik.9,0.012123769,-0.017598992,0.013,0.031,1,9,4833438C02Rik
Agfg1.9,0.012124164,-0.011016659,0.108,0.151,1,9,Agfg1
Ndufb11.9,0.0121254,-0.0334871,0.248,0.314,1,9,Ndufb11
Matn4.9,0.012143051,-0.056807534,0.003,0.016,1,9,Matn4
Mid1.9,0.012150595,-0.045910193,0.003,0.016,1,9,Mid1
Tfdp1.9,0.012151258,-0.052293932,0.062,0.094,1,9,Tfdp1
Rpl24.9,0.012155605,-0.048321343,0.378,0.461,1,9,Rpl24
Relch.9,0.012156941,-0.05871259,0.041,0.068,1,9,Relch
Fads6.9,0.012194983,-0.045932424,0.002,0.013,1,9,Fads6
Gm5905.9,0.012225085,-0.03468927,0.084,0.12,1,9,Gm5905
Adcy5.9,0.012238458,-0.04297365,0.007,0.021,1,9,Adcy5
Dctn4.9,0.012260216,-0.023419352,0.117,0.161,1,9,Dctn4
Ephx3.9,0.012281715,-0.069422995,0,0.01,1,9,Ephx3
Lin7a.9,0.012295454,-0.130914912,0.013,0.031,1,9,Lin7a
Gm6274.9,0.012341428,-0.021879747,0.02,0.04,1,9,Gm6274
Psmd2.9,0.012341651,-0.01744443,0.187,0.246,1,9,Psmd2
Cpt1a.9,0.012341863,-0.044077688,0.085,0.122,1,9,Cpt1a
Dnajc13.9,0.012401862,-0.055223179,0.089,0.126,1,9,Dnajc13
Nol12.9,0.012423185,0.009888603,0.061,0.093,1,9,Nol12
Mustn1.9,0.012426589,0.084579076,0.174,0.141,1,9,Mustn1
Larp1b.9,0.012427967,0.10433167,0.053,0.034,1,9,Larp1b
Sort1.9,0.012428556,-0.066585284,0.003,0.016,1,9,Sort1
Pramef8.9,0.012432814,-0.06059196,0.038,0.063,1,9,Pramef8
Lpgat1.9,0.012443983,0.01119039,0.146,0.196,1,9,Lpgat1
Ebna1bp2.9,0.01244608,0.014224172,0.158,0.211,1,9,Ebna1bp2
Lyar.9,0.012466495,-0.004556886,0.122,0.165,1,9,Lyar
Sar1b.9,0.012480428,0.010191166,0.108,0.152,1,9,Sar1b
Stk24.9,0.012481377,-0.001003988,0.08,0.118,1,9,Stk24
Zfp319.9,0.012486815,0.062572777,0.02,0.01,1,9,Zfp319
Pik3r3.9,0.012507654,-0.033131497,0.002,0.013,1,9,Pik3r3
Snx19.9,0.012510669,-0.00522111,0.025,0.047,1,9,Snx19
Txnl1.9,0.012511505,-0.023179612,0.172,0.229,1,9,Txnl1
Copb1.9,0.012515138,-0.057376641,0.289,0.36,1,9,Copb1
Hells.9,0.012527244,-0.053893486,0.01,0.026,1,9,Hells
Mxra7.9,0.012542381,0.190974286,0.35,0.332,1,9,Mxra7
Pan3.9,0.012543544,-0.087148994,0.059,0.089,1,9,Pan3
Ing2.9,0.01254779,-0.029783842,0.046,0.074,1,9,Ing2
Noc2l.9,0.012589938,-0.061512978,0.013,0.031,1,9,Noc2l
Rpl7l1.9,0.012596437,-0.029314266,0.136,0.182,1,9,Rpl7l1
Cnrip1.9,0.012607864,0.009598721,0.1,0.141,1,9,Cnrip1
Wwox.9,0.012618474,-0.034446615,0.015,0.033,1,9,Wwox
Actg2.9,0.012624789,-0.059509048,0.002,0.013,1,9,Actg2
Psat1.9,0.012631827,-0.031742019,0.01,0.026,1,9,Psat1
Arhgap27.9,0.012637046,0.024885594,0.005,0.001,1,9,Arhgap27
Vwa5a.9,0.012638283,0.047413934,0.169,0.224,1,9,Vwa5a
Gm45170.9,0.012641494,0.047445138,0.005,0.001,1,9,Gm45170
Cul2.9,0.012642578,-0.050013911,0.044,0.072,1,9,Cul2
Gm6457.9,0.012645944,0.022589567,0.005,0.001,1,9,Gm6457
Brk1.9,0.012694244,-0.014333077,0.253,0.323,1,9,Brk1
Gm13033.9,0.012694979,0.013312871,0.005,0.001,1,9,Gm13033
Tcte2.9,0.012717324,0.014008744,0.005,0.001,1,9,Tcte2
Arhgap17.9,0.012802984,-0.05474392,0.12,0.162,1,9,Arhgap17
Rhoj.9,0.012818896,0.172479649,0.521,0.531,1,9,Rhoj
Lmnb2.9,0.012844797,-0.056052129,0.007,0.021,1,9,Lmnb2
Cops7b.9,0.012849419,-0.004416886,0.008,0.024,1,9,Cops7b
Adk.9,0.01292323,0.166134817,0.179,0.151,1,9,Adk
Ltbp2.9,0.012923649,-0.040989786,0.013,0.031,1,9,Ltbp2
Trhde.9,0.012935071,0.049440258,0.025,0.013,1,9,Trhde
Srprb.9,0.01293669,0.017527022,0.08,0.117,1,9,Srprb
Smim13.9,0.012981708,-0.02879398,0.03,0.053,1,9,Smim13
Wif1.9,0.012991887,-0.311992959,0.005,0.019,1,9,Wif1
Unc93b1.9,0.012995508,-0.063161812,0.053,0.082,1,9,Unc93b1
2510039O18Rik.9,0.013021369,-0.051136541,0.031,0.055,1,9,2510039O18Rik
Aktip.9,0.013029167,0.152279459,0.103,0.078,1,9,Aktip
Parl.9,0.013076614,-0.044438626,0.061,0.091,1,9,Parl
Ogdh.9,0.013104032,0.008122282,0.108,0.15,1,9,Ogdh
Lipt2.9,0.013108934,0.042894973,0.018,0.009,1,9,Lipt2
Fut8.9,0.013145179,-0.026315601,0.057,0.088,1,9,Fut8
Rin3.9,0.013178008,-0.035748702,0.016,0.035,1,9,Rin3
Rnf7.9,0.013182289,-0.037138223,0.186,0.24,1,9,Rnf7
Polr3h.9,0.013188547,-0.067629659,0.018,0.037,1,9,Polr3h
Dld.9,0.013197006,-0.023711786,0.115,0.157,1,9,Dld
Lamtor1.9,0.013223308,0.013379348,0.125,0.171,1,9,Lamtor1
Dgat1.9,0.013232497,-0.04646558,0.041,0.067,1,9,Dgat1
Gm43361.9,0.0132528,0.138735344,0.044,0.028,1,9,Gm43361
Hgh1.9,0.013276452,-0.019761332,0.002,0.013,1,9,Hgh1
Cenph.9,0.013303639,-0.023878176,0,0.01,1,9,Cenph
Myl12a.9,0.013338247,-0.128781321,0.614,0.672,1,9,Myl12a
Vipr2.9,0.013357883,-0.062305834,0.01,0.026,1,9,Vipr2
Hyal2.9,0.01335999,-0.046623532,0.01,0.026,1,9,Hyal2
Saal1.9,0.013370694,-0.020426563,0.018,0.038,1,9,Saal1
Prpf19.9,0.013372768,0.014059503,0.12,0.165,1,9,Prpf19
Ephx1.9,0.013404938,0.186768237,0.189,0.159,1,9,Ephx1
Ctxn1.9,0.013419214,-0.030068202,0.003,0.016,1,9,Ctxn1
Fam45a.9,0.013421008,0.021965695,0.051,0.08,1,9,Fam45a
Flnb.9,0.013450477,-0.008045543,0.108,0.149,1,9,Flnb
Bcl2l11.9,0.01347569,-0.05166822,0.025,0.046,1,9,Bcl2l11
Aars.9,0.013525131,-0.054659236,0.057,0.088,1,9,Aars
Nav3.9,0.013538676,-0.012765346,0.049,0.077,1,9,Nav3
Prex2.9,0.01354737,-0.122242515,0.025,0.046,1,9,Prex2
Arhgap28.9,0.013549345,-0.03254548,0.038,0.063,1,9,Arhgap28
Praf2.9,0.013558769,0.014083838,0.09,0.129,1,9,Praf2
Hint1.9,0.013589281,-0.040688005,0.399,0.482,1,9,Hint1
Adgrg6.9,0.013594442,-0.040773432,0.005,0.019,1,9,Adgrg6
Tmed10-ps.9,0.013602296,-0.036289876,0.011,0.028,1,9,Tmed10-ps
BC017158.9,0.013606769,-0.035668416,0.018,0.037,1,9,BC017158
Loxl4.9,0.01361905,-0.039980592,0.005,0.019,1,9,Loxl4
Map1s.9,0.013626345,-0.04702495,0.031,0.054,1,9,Map1s
Bri3bp.9,0.01364687,-0.011523899,0.039,0.065,1,9,Bri3bp
Tnfrsf1a.9,0.013658888,-0.042471843,0.212,0.271,1,9,Tnfrsf1a
Ptpn23.9,0.013705592,-0.021925046,0.041,0.067,1,9,Ptpn23
Cadm1.9,0.013748288,0.001736955,0.03,0.016,1,9,Cadm1
Pdzd2.9,0.013791114,-0.081302657,0.056,0.085,1,9,Pdzd2
Ndufa11.9,0.013793997,-0.01966498,0.243,0.309,1,9,Ndufa11
Tardbp.9,0.013798864,-0.000687169,0.169,0.223,1,9,Tardbp
Dhx8.9,0.013814799,-0.039116003,0.026,0.048,1,9,Dhx8
Rsrc1.9,0.013820574,-0.006196832,0.264,0.335,1,9,Rsrc1
Ints3.9,0.013827918,-0.048798825,0.046,0.073,1,9,Ints3
Zfp184.9,0.013828683,0.027036186,0.007,0.002,1,9,Zfp184
Tm6sf1.9,0.013828683,0.020917694,0.007,0.002,1,9,Tm6sf1
Mcm3.9,0.013841344,-0.026762664,0.011,0.028,1,9,Mcm3
Sult5a1.9,0.013852248,-0.103154097,0.089,0.123,1,9,Sult5a1
Brd8.9,0.01386873,0.001194649,0.146,0.195,1,9,Brd8
Mrps23.9,0.013869323,0.03880824,0.048,0.076,1,9,Mrps23
Aak1.9,0.013872617,-0.052542318,0.087,0.124,1,9,Aak1
Brap.9,0.013901956,-0.010041232,0.051,0.08,1,9,Brap
Alg11.9,0.01392197,-0.057990887,0.021,0.042,1,9,Alg11
Tbc1d24.9,0.013933367,-0.050636007,0.01,0.026,1,9,Tbc1d24
Zfpl1.9,0.013971424,0.023907637,0.053,0.082,1,9,Zfpl1
Cdt1.9,0.013978534,-0.028825182,0.002,0.013,1,9,Cdt1
Elmod2.9,0.013986052,-0.026636871,0.043,0.07,1,9,Elmod2
Atp6v1d.9,0.013990151,0.026806851,0.126,0.172,1,9,Atp6v1d
Elavl1.9,0.013994021,-0.026686504,0.094,0.132,1,9,Elavl1
Mettl7a1.9,0.014021441,0.225385887,0.182,0.152,1,9,Mettl7a1
Scaf4.9,0.01403266,-0.040005796,0.033,0.057,1,9,Scaf4
Mettl6.9,0.014035239,-0.036696267,0.033,0.057,1,9,Mettl6
Tmem259.9,0.014045982,-0.070185261,0.044,0.071,1,9,Tmem259
Jsrp1.9,0.014055442,-0.07525259,0.003,0.016,1,9,Jsrp1
Ksr1.9,0.014067993,-0.050138229,0.018,0.037,1,9,Ksr1
Etv5.9,0.014076114,0.087711925,0.03,0.017,1,9,Etv5
Ptpdc1.9,0.014087441,0.136540253,0.062,0.042,1,9,Ptpdc1
Irs3.9,0.014092284,0.109231174,0.018,0.009,1,9,Irs3
Pou3f1.9,0.014117911,-0.101241532,0.002,0.013,1,9,Pou3f1
Gm13653.9,0.014121051,-0.02326883,0.015,0.033,1,9,Gm13653
Tnfsf11.9,0.01412685,-0.024893521,0,0.01,1,9,Tnfsf11
Slc2a13.9,0.014141861,-0.042596884,0.007,0.021,1,9,Slc2a13
Mdn1.9,0.014147598,-0.03454749,0.049,0.077,1,9,Mdn1
Ccnb2.9,0.014165504,-0.060577854,0.01,0.026,1,9,Ccnb2
Kpna1.9,0.014173519,-0.044851453,0.061,0.091,1,9,Kpna1
Sntg2.9,0.014177364,-0.038804882,0.002,0.013,1,9,Sntg2
Gm43362.9,0.014222526,-0.048726937,0.02,0.04,1,9,Gm43362
Col24a1.9,0.014232768,-0.029003218,0.005,0.018,1,9,Col24a1
Azin2.9,0.014249808,-0.029295962,0.008,0.023,1,9,Azin2
Ezh1.9,0.014262326,0.188306973,0.123,0.096,1,9,Ezh1
Pfn1.9,0.014271698,-0.116187235,0.563,0.616,1,9,Pfn1
Aftph.9,0.014273161,-0.01138637,0.077,0.112,1,9,Aftph
Iqsec1.9,0.014280438,-0.047796542,0.102,0.14,1,9,Iqsec1
Zbtb6.9,0.01432304,-0.049621303,0.011,0.028,1,9,Zbtb6
Dpy19l3.9,0.014326346,-0.051391643,0.011,0.028,1,9,Dpy19l3
Eif1ax.9,0.014333701,-0.002578099,0.143,0.191,1,9,Eif1ax
St3gal6.9,0.01436253,-0.016832134,0.026,0.048,1,9,St3gal6
Rac1.9,0.014368165,-0.041069849,0.207,0.264,1,9,Rac1
Net1.9,0.014386679,-0.024706772,0.01,0.026,1,9,Net1
Tomm20.9,0.014409972,-0.062896637,0.061,0.091,1,9,Tomm20
Apoo.9,0.01441269,-0.037805937,0,0.01,1,9,Apoo
5830408C22Rik.9,0.01441269,-0.039244417,0,0.01,1,9,5830408C22Rik
Gm46329.9,0.01441269,-0.036165052,0,0.01,1,9,Gm46329
A430027C01Rik.9,0.014414196,0.050035279,0.011,0.005,1,9,A430027C01Rik
Blcap.9,0.014420016,-0.014686537,0.053,0.082,1,9,Blcap
Slc52a2.9,0.014421796,-0.000677924,0.007,0.021,1,9,Slc52a2
Aqr.9,0.014501778,-0.039170979,0.051,0.079,1,9,Aqr
Ube2n.9,0.014529883,-0.009188357,0.041,0.067,1,9,Ube2n
Afap1l2.9,0.014551571,-0.08029029,0.015,0.033,1,9,Afap1l2
Zc3h12a.9,0.014552818,-0.083947494,0.043,0.069,1,9,Zc3h12a
Rpp40.9,0.014564722,-0.038231263,0.002,0.013,1,9,Rpp40
Gm6472.9,0.014572916,-0.019578775,0.038,0.063,1,9,Gm6472
Gdpd1.9,0.014588701,-0.045401117,0.002,0.013,1,9,Gdpd1
Abhd17a.9,0.014590585,-0.042970685,0.053,0.081,1,9,Abhd17a
Lmx1a.9,0.014616948,-0.048622794,0.013,0.03,1,9,Lmx1a
Micu2.9,0.014622278,-0.007441606,0.092,0.13,1,9,Micu2
Hspe1-rs1.9,0.014625461,-0.033572818,0.013,0.03,1,9,Hspe1-rs1
Rpl21-ps6.9,0.014626359,-0.083757663,0.085,0.12,1,9,Rpl21-ps6
Nsun4.9,0.014633663,-0.025222808,0.016,0.035,1,9,Nsun4
Tmem245.9,0.014651125,0.109907518,0.11,0.084,1,9,Tmem245
Acot9.9,0.014688897,-0.03583322,0.108,0.148,1,9,Acot9
Dock4.9,0.014695564,-0.06923254,0.02,0.039,1,9,Dock4
Cpsf6.9,0.014699049,-0.012395122,0.074,0.108,1,9,Cpsf6
Gm4739.9,0.014704455,-0.026700773,0,0.01,1,9,Gm4739
Fahd1.9,0.014713484,-0.038735923,0.01,0.026,1,9,Fahd1
1110012L19Rik.9,0.014724996,-0.018948916,0.026,0.048,1,9,1110012L19Rik
Tmem183a.9,0.014731421,-0.049988017,0.077,0.111,1,9,Tmem183a
Gmppb.9,0.014743867,-0.023802556,0.015,0.033,1,9,Gmppb
Hnrnpul1.9,0.014766908,0.002000629,0.141,0.19,1,9,Hnrnpul1
Cux1.9,0.014770985,-0.101032069,0.056,0.084,1,9,Cux1
Nrg1.9,0.014778815,-0.02880149,0.002,0.013,1,9,Nrg1
Car12.9,0.01478217,-0.047997107,0.002,0.013,1,9,Car12
A430033K04Rik.9,0.014823059,0.033965305,0.016,0.008,1,9,A430033K04Rik
Gm8818.9,0.014848737,-0.051338458,0.005,0.018,1,9,Gm8818
Cda.9,0.014871316,-0.025585416,0.002,0.013,1,9,Cda
Prrg3.9,0.014884121,0.136497153,0.092,0.068,1,9,Prrg3
Dhx9.9,0.01489118,-0.023192642,0.128,0.173,1,9,Dhx9
Klhdc4.9,0.014907439,-0.037669193,0.025,0.046,1,9,Klhdc4
Nxt1.9,0.014944163,-0.057065496,0.016,0.035,1,9,Nxt1
Gm6977.9,0.014949173,-0.052969997,0.072,0.105,1,9,Gm6977
Abcf3.9,0.014964797,-0.021643228,0.026,0.048,1,9,Abcf3
Mien1.9,0.014971342,-0.045073785,0.12,0.162,1,9,Mien1
Mycbp2.9,0.014976724,0.180764257,0.409,0.398,1,9,Mycbp2
Setd5.9,0.014985477,0.015517285,0.167,0.22,1,9,Setd5
Cenpm.9,0.015002271,-0.02167776,0,0.01,1,9,Cenpm
Mpc1.9,0.015012055,-0.052120704,0.016,0.035,1,9,Mpc1
Cdk2ap1.9,0.015073381,-0.000250328,0.033,0.057,1,9,Cdk2ap1
Mbnl2.9,0.015089031,0.165887638,0.458,0.456,1,9,Mbnl2
H2afx.9,0.015111596,-0.062125329,0.051,0.079,1,9,H2afx
Ptprg.9,0.015123854,0.16059101,0.133,0.106,1,9,Ptprg
Ociad1.9,0.015134757,-0.009385581,0.258,0.326,1,9,Ociad1
Kctd11.9,0.015156018,-0.023119012,0.041,0.067,1,9,Kctd11
Gpr135.9,0.015161992,-0.038592927,0.007,0.021,1,9,Gpr135
Gpam.9,0.015167071,-0.046625285,0.025,0.046,1,9,Gpam
Slc17a5.9,0.015167094,-0.006989181,0.043,0.069,1,9,Slc17a5
Evi5.9,0.015216289,-0.036513658,0.11,0.151,1,9,Evi5
Tmem126a.9,0.015220434,0.028636219,0.079,0.114,1,9,Tmem126a
Rala.9,0.015226456,0.038111414,0.22,0.284,1,9,Rala
Rps6-ps4.9,0.01534109,-0.019834285,0.089,0.124,1,9,Rps6-ps4
Sumo1.9,0.015397044,0.010243328,0.156,0.208,1,9,Sumo1
Tmsb4x.9,0.015425656,0.075683551,0.931,0.918,1,9,Tmsb4x
D16Ertd472e.9,0.015428758,-0.016905369,0.034,0.059,1,9,D16Ertd472e
Ethe1.9,0.015429801,-0.041014628,0.026,0.048,1,9,Ethe1
Slc41a2.9,0.015442176,0.012917819,0.034,0.059,1,9,Slc41a2
Ifit2.9,0.015443753,-0.025835939,0.033,0.056,1,9,Ifit2
Ano8.9,0.01545605,-0.044977077,0.015,0.032,1,9,Ano8
Pomt1.9,0.015467393,-0.053916958,0.018,0.037,1,9,Pomt1
Rnf144a.9,0.015475864,8.58E-05,0.076,0.11,1,9,Rnf144a
Gm12695.9,0.015506281,0.06433502,0.013,0.006,1,9,Gm12695
Topbp1.9,0.015507187,-0.044953621,0.036,0.06,1,9,Topbp1
