,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
Prg4.9,0,1.843268252,0.736,0.182,0,9,Prg4
Meox1.9,7.81E-274,1.235992247,0.402,0.053,1.38E-269,9,Meox1
Myoc.9,1.96E-241,1.567927388,0.849,0.318,3.47E-237,9,Myoc
Mgp.9,1.03E-232,1.588335814,0.975,0.612,1.82E-228,9,Mgp
Cst3.9,8.96E-194,1.240283692,0.969,0.799,1.59E-189,9,Cst3
Clu.9,3.06E-178,1.624960772,0.499,0.128,5.42E-174,9,Clu
Klf5.9,3.71E-159,0.691133762,0.179,0.017,6.57E-155,9,Klf5
Meox2.9,3.55E-147,1.063977679,0.461,0.122,6.28E-143,9,Meox2
Ltbp4.9,4.05E-124,0.962128015,0.814,0.464,7.16E-120,9,Ltbp4
Vit.9,1.62E-117,0.755296896,0.235,0.039,2.86E-113,9,Vit
Gsn.9,1.40E-111,0.654181072,0.998,0.957,2.48E-107,9,Gsn
Stmn2.9,8.68E-110,0.477669876,0.084,0.005,1.54E-105,9,Stmn2
Aebp1.9,4.28E-106,-1.186952618,0.514,0.814,7.57E-102,9,Aebp1
Gas1.9,8.37E-105,0.923274799,0.796,0.479,1.48E-100,9,Gas1
Boc.9,4.22E-100,0.811261194,0.302,0.073,7.47E-96,9,Boc
Nbl1.9,7.16E-99,1.02699639,0.813,0.582,1.27E-94,9,Nbl1
Cfh.9,2.39E-95,0.959422638,0.522,0.204,4.23E-91,9,Cfh
Cd9.9,6.51E-95,0.742275889,0.818,0.528,1.15E-90,9,Cd9
Clec1a.9,2.99E-94,0.575130243,0.167,0.025,5.29E-90,9,Clec1a
C3.9,6.78E-92,-1.387469975,0.524,0.8,1.20E-87,9,C3
Lepr.9,4.80E-91,0.590691308,0.146,0.02,8.49E-87,9,Lepr
Fn1.9,5.56E-87,-1.063986976,0.696,0.861,9.84E-83,9,Fn1
Postn.9,9.01E-78,-1.436189423,0.248,0.618,1.59E-73,9,Postn
Tnfaip6.9,1.03E-77,-1.314238324,0.342,0.677,1.82E-73,9,Tnfaip6
Tmem204.9,8.81E-77,0.612092562,0.2,0.041,1.56E-72,9,Tmem204
Smoc2.9,9.60E-76,0.666304567,0.782,0.479,1.70E-71,9,Smoc2
Rpl19-ps3.9,5.49E-73,0.166608752,0.034,0.001,9.71E-69,9,Rpl19-ps3
Sptbn1.9,2.04E-72,0.690042017,0.856,0.745,3.61E-68,9,Sptbn1
Efemp1.9,7.02E-72,-1.403901668,0.117,0.484,1.24E-67,9,Efemp1
Comp.9,2.97E-71,0.868691693,0.279,0.078,5.25E-67,9,Comp
Sparcl1.9,3.93E-71,0.886258613,0.622,0.325,6.96E-67,9,Sparcl1
Apod.9,1.10E-69,0.727209311,0.824,0.601,1.96E-65,9,Apod
Tsc22d3.9,1.49E-69,0.844355487,0.558,0.28,2.63E-65,9,Tsc22d3
Plxdc2.9,2.21E-69,0.790472886,0.708,0.459,3.92E-65,9,Plxdc2
Emp1.9,4.01E-67,0.677286879,0.814,0.617,7.10E-63,9,Emp1
Cpxm2.9,4.62E-67,0.808381103,0.458,0.19,8.18E-63,9,Cpxm2
Ecm2.9,5.96E-64,0.776052256,0.589,0.325,1.05E-59,9,Ecm2
Serpine2.9,1.39E-62,0.722187559,0.525,0.259,2.46E-58,9,Serpine2
Cpe.9,1.35E-56,0.722967668,0.304,0.104,2.38E-52,9,Cpe
Abca8b.9,4.86E-56,0.681557948,0.433,0.188,8.60E-52,9,Abca8b
Ifi205.9,5.51E-56,-0.993768898,0.343,0.631,9.75E-52,9,Ifi205
Dpt.9,9.68E-54,-0.617241713,0.823,0.871,1.71E-49,9,Dpt
Cygb.9,6.89E-53,0.623667252,0.726,0.494,1.22E-48,9,Cygb
Colec12.9,7.77E-53,0.787232766,0.522,0.303,1.38E-48,9,Colec12
Igfbp7.9,8.42E-53,0.447616229,0.923,0.729,1.49E-48,9,Igfbp7
Errfi1.9,2.78E-52,-0.984834783,0.43,0.686,4.92E-48,9,Errfi1
Matn2.9,2.94E-52,0.694968518,0.373,0.162,5.20E-48,9,Matn2
Plpp3.9,3.12E-49,-0.8894604,0.594,0.765,5.52E-45,9,Plpp3
Prss23.9,6.19E-49,-0.803486192,0.274,0.579,1.10E-44,9,Prss23
Abca8a.9,2.74E-48,0.599322401,0.593,0.34,4.85E-44,9,Abca8a
Fos.9,4.35E-48,0.446817033,0.957,0.932,7.71E-44,9,Fos
Gng8.9,1.67E-47,0.320884356,0.082,0.012,2.96E-43,9,Gng8
H2-K1.9,7.86E-47,-0.711319942,0.361,0.65,1.39E-42,9,H2-K1
Ace.9,8.60E-47,-0.871188187,0.136,0.429,1.52E-42,9,Ace
Emilin2.9,1.23E-46,-0.868187218,0.12,0.414,2.19E-42,9,Emilin2
Fbn1.9,1.32E-46,-0.691180855,0.593,0.775,2.34E-42,9,Fbn1
Anxa3.9,1.91E-46,-1.055983503,0.199,0.48,3.39E-42,9,Anxa3
B2m.9,4.03E-46,-0.498758032,0.862,0.924,7.14E-42,9,B2m
C4b.9,4.19E-45,-1.121119331,0.138,0.42,7.42E-41,9,C4b
Fmo2.9,5.68E-45,0.61502329,0.174,0.048,1.01E-40,9,Fmo2
Igfbp4.9,7.18E-45,-0.676697523,0.351,0.641,1.27E-40,9,Igfbp4
Crip1.9,1.68E-44,0.424113285,0.961,0.888,2.98E-40,9,Crip1
Dcn.9,2.34E-44,0.298849611,0.997,0.946,4.13E-40,9,Dcn
Pla1a.9,3.28E-44,-1.089663469,0.062,0.329,5.80E-40,9,Pla1a
Meg3.9,5.09E-44,-0.704133156,0.509,0.741,9.02E-40,9,Meg3
Lamb1.9,1.11E-43,-0.711985022,0.246,0.546,1.96E-39,9,Lamb1
Gas6.9,2.71E-43,0.575659847,0.586,0.351,4.80E-39,9,Gas6
Nfib.9,7.28E-43,0.571123111,0.716,0.544,1.29E-38,9,Nfib
Hmcn1.9,5.87E-42,0.622446229,0.184,0.056,1.04E-37,9,Hmcn1
Sfrp2.9,1.40E-41,-1.254736609,0.079,0.338,2.48E-37,9,Sfrp2
Plac8.9,1.95E-41,-0.957609355,0.115,0.383,3.45E-37,9,Plac8
Crip2.9,3.76E-41,0.575212513,0.545,0.325,6.65E-37,9,Crip2
Plat.9,5.08E-41,-0.693271232,0.136,0.42,8.99E-37,9,Plat
Ptgir.9,2.12E-40,0.45424034,0.138,0.035,3.75E-36,9,Ptgir
Fgl2.9,4.90E-40,0.579810685,0.583,0.351,8.66E-36,9,Fgl2
Nid1.9,7.13E-40,-0.610320632,0.527,0.731,1.26E-35,9,Nid1
Itm2a.9,1.03E-39,0.501278258,0.788,0.605,1.82E-35,9,Itm2a
Cilp.9,4.74E-39,0.529184091,0.591,0.355,8.38E-35,9,Cilp
Ackr3.9,5.47E-39,-0.815626229,0.335,0.585,9.68E-35,9,Ackr3
Cpxm1.9,5.94E-39,-0.753464254,0.189,0.462,1.05E-34,9,Cpxm1
Cmah.9,3.67E-38,-0.86072205,0.015,0.242,6.49E-34,9,Cmah
Dpp4.9,1.52E-37,-0.803207976,0.085,0.336,2.68E-33,9,Dpp4
Prelp.9,6.78E-37,0.48436311,0.65,0.472,1.20E-32,9,Prelp
Ahnak.9,6.92E-37,0.446695785,0.875,0.791,1.22E-32,9,Ahnak
Spock2.9,1.02E-36,0.509269676,0.192,0.064,1.80E-32,9,Spock2
Rps6ka1.9,2.66E-36,0.096888827,0.025,0.001,4.70E-32,9,Rps6ka1
Plekha6.9,7.57E-36,0.392902487,0.107,0.024,1.34E-31,9,Plekha6
Ptx3.9,9.07E-36,-1.331661721,0.095,0.333,1.61E-31,9,Ptx3
Ntrk2.9,1.54E-35,0.590648076,0.323,0.152,2.72E-31,9,Ntrk2
Penk.9,1.54E-35,0.582221861,0.274,0.113,2.73E-31,9,Penk
Gda.9,3.35E-35,-0.756920966,0.059,0.291,5.93E-31,9,Gda
Stmnd1.9,7.45E-35,0.168289891,0.043,0.004,1.32E-30,9,Stmnd1
Piezo2.9,8.56E-35,0.640264585,0.261,0.11,1.51E-30,9,Piezo2
Clec11a.9,1.45E-34,0.580870003,0.296,0.132,2.57E-30,9,Clec11a
Kctd12.9,3.70E-34,0.717640514,0.292,0.136,6.54E-30,9,Kctd12
Robo2.9,3.70E-34,0.11744428,0.026,0.002,6.55E-30,9,Robo2
Txnip.9,1.10E-33,0.613221313,0.468,0.278,1.95E-29,9,Txnip
C1qtnf2.9,3.29E-33,0.591612366,0.332,0.166,5.83E-29,9,C1qtnf2
Lrrc17.9,3.42E-33,-0.651294592,0.095,0.33,6.05E-29,9,Lrrc17
Fam180a.9,1.54E-32,0.238039623,0.062,0.01,2.72E-28,9,Fam180a
Ms4a8a.9,2.00E-32,0.097787247,0.018,0.001,3.55E-28,9,Ms4a8a
Pamr1.9,2.62E-32,-0.711354421,0.141,0.381,4.64E-28,9,Pamr1
Lox.9,1.40E-31,-0.880116511,0.199,0.424,2.47E-27,9,Lox
Inhba.9,1.21E-30,0.541575926,0.192,0.071,2.13E-26,9,Inhba
Htra1.9,3.02E-30,-0.515566729,0.378,0.611,5.35E-26,9,Htra1
Cdc42ep3.9,4.91E-30,0.456584944,0.215,0.085,8.70E-26,9,Cdc42ep3
Anxa8.9,7.14E-30,0.462246389,0.12,0.034,1.26E-25,9,Anxa8
Jun.9,8.27E-30,0.322463765,0.943,0.902,1.46E-25,9,Jun
Creb5.9,1.21E-29,-0.642341142,0.122,0.348,2.14E-25,9,Creb5
Etv1.9,2.83E-29,0.383188661,0.12,0.034,5.01E-25,9,Etv1
Ccl2.9,3.28E-29,-1.29202767,0.079,0.282,5.81E-25,9,Ccl2
Pcolce.9,1.08E-28,0.354689016,0.849,0.734,1.91E-24,9,Pcolce
Ramp1.9,1.15E-28,0.382535563,0.118,0.033,2.04E-24,9,Ramp1
Zyx.9,1.16E-28,-0.598289811,0.164,0.392,2.04E-24,9,Zyx
Mmp14.9,1.17E-28,-0.560754838,0.388,0.606,2.08E-24,9,Mmp14
Adgrd1.9,2.10E-28,-0.586289485,0.097,0.312,3.72E-24,9,Adgrd1
Ltbp1.9,3.62E-28,-0.498547537,0.076,0.282,6.40E-24,9,Ltbp1
Tppp3.9,4.16E-28,0.513590782,0.734,0.601,7.36E-24,9,Tppp3
Bgn.9,5.06E-28,0.311739082,0.836,0.642,8.96E-24,9,Bgn
Naalad2.9,5.91E-28,0.569624464,0.351,0.191,1.05E-23,9,Naalad2
Filip1l.9,1.66E-27,-0.6584062,0.286,0.513,2.94E-23,9,Filip1l
Lbp.9,3.23E-27,0.543342949,0.481,0.313,5.72E-23,9,Lbp
Loxl1.9,1.16E-26,-0.492241904,0.391,0.601,2.06E-22,9,Loxl1
Pdgfra.9,1.67E-26,0.539717029,0.58,0.434,2.96E-22,9,Pdgfra
Cd81.9,3.41E-26,0.355833935,0.782,0.679,6.04E-22,9,Cd81
Ccl7.9,4.47E-26,-0.933229108,0.194,0.404,7.91E-22,9,Ccl7
Ap1s2.9,6.86E-26,0.502251018,0.223,0.1,1.21E-21,9,Ap1s2
Gfpt2.9,7.14E-26,-0.743069113,0.271,0.473,1.26E-21,9,Gfpt2
Fstl1.9,7.69E-26,-0.377698386,0.887,0.901,1.36E-21,9,Fstl1
Gdf10.9,1.15E-25,0.464721624,0.194,0.078,2.04E-21,9,Gdf10
Sema5a.9,1.42E-25,0.40009172,0.133,0.044,2.51E-21,9,Sema5a
Cdh11.9,3.25E-25,0.60695879,0.328,0.182,5.76E-21,9,Cdh11
Ccn2.9,3.86E-25,0.571734835,0.348,0.189,6.83E-21,9,Ccn2
Igfbp6.9,4.26E-25,0.365194069,0.924,0.822,7.54E-21,9,Igfbp6
Ugdh.9,1.22E-24,-0.862999737,0.476,0.64,2.16E-20,9,Ugdh
Pi16.9,3.02E-24,-1.17944107,0.521,0.646,5.34E-20,9,Pi16
Cd63.9,3.72E-24,-0.391006241,0.698,0.818,6.59E-20,9,Cd63
2200002D01Rik.9,5.02E-24,0.322412755,0.089,0.024,8.88E-20,9,2200002D01Rik
Thy1.9,6.52E-24,-0.494329762,0.292,0.511,1.15E-19,9,Thy1
Dusp6.9,1.28E-23,0.353168468,0.158,0.06,2.27E-19,9,Dusp6
Ank2.9,1.37E-23,0.526262079,0.261,0.132,2.42E-19,9,Ank2
Hs3st3a1.9,1.43E-23,0.17004915,0.036,0.005,2.53E-19,9,Hs3st3a1
Malat1.9,2.68E-23,0.175140017,1,0.995,4.75E-19,9,Malat1
H2-D1.9,3.45E-23,-0.400656065,0.691,0.809,6.11E-19,9,H2-D1
Fxyd6.9,4.22E-23,0.490388905,0.381,0.225,7.48E-19,9,Fxyd6
Serpinh1.9,5.83E-23,-0.334770102,0.788,0.861,1.03E-18,9,Serpinh1
Sulf2.9,6.05E-23,-0.4623138,0.089,0.275,1.07E-18,9,Sulf2
Gas7.9,7.30E-23,-0.671069188,0.117,0.303,1.29E-18,9,Gas7
Rcn1.9,7.50E-23,-0.426388519,0.174,0.38,1.33E-18,9,Rcn1
Rps15a.9,8.36E-23,-0.302571661,0.726,0.849,1.48E-18,9,Rps15a
Actb.9,1.12E-22,-0.280914351,0.947,0.963,1.99E-18,9,Actb
Galnt16.9,1.38E-22,-0.440954423,0.023,0.177,2.45E-18,9,Galnt16
Tgfbr2.9,3.10E-22,-0.548502692,0.346,0.531,5.48E-18,9,Tgfbr2
Ptgs2.9,3.63E-22,-0.739196629,0.154,0.342,6.42E-18,9,Ptgs2
Tpm1.9,3.70E-22,-0.834285896,0.289,0.477,6.54E-18,9,Tpm1
Il33.9,3.89E-22,-0.690335573,0.123,0.303,6.88E-18,9,Il33
Cndp2.9,3.92E-22,-0.441684238,0.051,0.217,6.94E-18,9,Cndp2
Hmcn2.9,4.78E-22,0.446815382,0.388,0.227,8.46E-18,9,Hmcn2
Sept6.9,5.90E-22,0.357264165,0.135,0.049,1.04E-17,9,6-Sep
Rps12.9,6.30E-22,-0.294311261,0.839,0.891,1.12E-17,9,Rps12
mt-Cytb.9,6.41E-22,0.179660703,0.933,0.871,1.14E-17,9,mt-Cytb
Abca9.9,9.24E-22,0.477631129,0.355,0.206,1.64E-17,9,Abca9
Thbs2.9,9.98E-22,-0.559512384,0.222,0.417,1.77E-17,9,Thbs2
Tnc.9,1.37E-21,-0.874567066,0.039,0.192,2.43E-17,9,Tnc
Nfkbiz.9,1.49E-21,-0.506470408,0.414,0.599,2.64E-17,9,Nfkbiz
Casp4.9,2.05E-21,-0.402573806,0.09,0.27,3.62E-17,9,Casp4
Vegfd.9,2.68E-21,-0.422851378,0.018,0.162,4.74E-17,9,Vegfd
Cthrc1.9,2.86E-21,-0.888483611,0.095,0.26,5.06E-17,9,Cthrc1
Mfap2.9,2.93E-21,-0.460344241,0.218,0.416,5.18E-17,9,Mfap2
Lsamp.9,4.65E-21,0.381624555,0.166,0.067,8.24E-17,9,Lsamp
Kank4.9,8.50E-21,0.1405935,0.026,0.003,1.51E-16,9,Kank4
Cysltr1.9,9.04E-21,0.114558417,0.023,0.002,1.60E-16,9,Cysltr1
Ctsh.9,1.01E-20,-0.420233201,0.11,0.291,1.79E-16,9,Ctsh
Fbln2.9,1.51E-20,0.305399146,0.8,0.671,2.68E-16,9,Fbln2
Mmp3.9,1.66E-20,-1.151818163,0.151,0.319,2.94E-16,9,Mmp3
Tenm3.9,2.30E-20,0.268289132,0.089,0.026,4.07E-16,9,Tenm3
Cyp2f2.9,3.21E-20,0.348580451,0.067,0.017,5.68E-16,9,Cyp2f2
Arhgdib.9,3.60E-20,0.315876861,0.166,0.069,6.36E-16,9,Arhgdib
Basp1.9,3.60E-20,-0.474875036,0.069,0.231,6.37E-16,9,Basp1
Wwp1.9,4.56E-20,0.489014193,0.292,0.168,8.06E-16,9,Wwp1
Rps3a1.9,4.68E-20,-0.304846312,0.752,0.827,8.28E-16,9,Rps3a1
Tek.9,6.04E-20,-0.504518087,0.038,0.183,1.07E-15,9,Tek
Pik3r1.9,6.29E-20,0.480257389,0.463,0.325,1.11E-15,9,Pik3r1
Il6ra.9,6.92E-20,-0.489145482,0.025,0.163,1.22E-15,9,Il6ra
Man2a1.9,7.40E-20,-0.397363683,0.181,0.372,1.31E-15,9,Man2a1
Mmp23.9,1.25E-19,-0.399062613,0.125,0.304,2.21E-15,9,Mmp23
Ccl8.9,1.31E-19,-0.579617242,0.043,0.188,2.32E-15,9,Ccl8
Vgll3.9,1.34E-19,-0.416121195,0.082,0.247,2.38E-15,9,Vgll3
Col5a1.9,1.90E-19,-0.438432652,0.481,0.634,3.37E-15,9,Col5a1
Uap1.9,2.39E-19,-0.507131965,0.222,0.41,4.23E-15,9,Uap1
mt-Rnr2.9,2.64E-19,0.166395566,1,0.999,4.67E-15,9,mt-Rnr2
Loxl2.9,3.54E-19,-0.49787579,0.502,0.646,6.27E-15,9,Loxl2
Cd55.9,5.08E-19,-0.664999882,0.256,0.426,8.99E-15,9,Cd55
Itih5.9,5.19E-19,0.380073144,0.711,0.603,9.18E-15,9,Itih5
Hsp90b1.9,5.33E-19,-0.261540574,0.851,0.897,9.44E-15,9,Hsp90b1
Ier5.9,5.34E-19,-0.432823117,0.245,0.436,9.45E-15,9,Ier5
Rps20.9,6.06E-19,-0.303600511,0.731,0.818,1.07E-14,9,Rps20
Slc4a4.9,6.10E-19,-0.44452606,0.036,0.176,1.08E-14,9,Slc4a4
Il11ra1.9,7.70E-19,0.404240506,0.637,0.531,1.36E-14,9,Il11ra1
Efemp2.9,9.88E-19,-0.398944437,0.148,0.322,1.75E-14,9,Efemp2
Tcf4.9,1.04E-18,0.373813932,0.677,0.589,1.84E-14,9,Tcf4
Susd2.9,1.26E-18,0.288322926,0.092,0.029,2.23E-14,9,Susd2
Id4.9,1.48E-18,0.291159742,0.108,0.038,2.62E-14,9,Id4
Apoe.9,1.66E-18,-0.935749424,0.135,0.298,2.93E-14,9,Apoe
Ptgis.9,3.16E-18,-0.395261638,0.067,0.218,5.59E-14,9,Ptgis
Sbsn.9,3.21E-18,-0.616286602,0.056,0.197,5.69E-14,9,Sbsn
Has1.9,3.52E-18,-0.577477432,0.365,0.536,6.23E-14,9,Has1
Anxa1.9,4.20E-18,-0.396541818,0.772,0.832,7.44E-14,9,Anxa1
Fam189a2.9,4.38E-18,0.102166279,0.031,0.005,7.76E-14,9,Fam189a2
Hk2.9,5.93E-18,-0.474657569,0.062,0.205,1.05E-13,9,Hk2
Arsi.9,6.20E-18,-0.40613933,0.076,0.225,1.10E-13,9,Arsi
Bicc1.9,7.60E-18,0.50099575,0.563,0.473,1.34E-13,9,Bicc1
Rian.9,7.83E-18,-0.46109197,0.057,0.2,1.39E-13,9,Rian
Tsc22d1.9,8.08E-18,0.439766651,0.435,0.309,1.43E-13,9,Tsc22d1
Etl4.9,9.48E-18,0.293792621,0.077,0.023,1.68E-13,9,Etl4
Ptms.9,1.16E-17,0.367095877,0.667,0.603,2.05E-13,9,Ptms
Dio2.9,1.20E-17,0.429288995,0.126,0.049,2.13E-13,9,Dio2
Smpd3.9,1.31E-17,-0.888269938,0.048,0.181,2.31E-13,9,Smpd3
Cmklr1.9,1.34E-17,0.267983015,0.122,0.046,2.38E-13,9,Cmklr1
Procr.9,1.43E-17,-0.614729084,0.103,0.256,2.54E-13,9,Procr
Pcsk6.9,1.54E-17,-0.533413498,0.128,0.286,2.73E-13,9,Pcsk6
Phlda3.9,1.67E-17,0.431099125,0.209,0.108,2.96E-13,9,Phlda3
Trib1.9,1.85E-17,-0.510666986,0.069,0.213,3.28E-13,9,Trib1
Sh3pxd2b.9,2.06E-17,-0.343726704,0.067,0.214,3.65E-13,9,Sh3pxd2b
Timp1.9,2.10E-17,-0.670316491,0.153,0.313,3.72E-13,9,Timp1
Enah.9,2.26E-17,-0.368153086,0.041,0.175,4.00E-13,9,Enah
Rpl32.9,2.68E-17,-0.244133104,0.829,0.874,4.74E-13,9,Rpl32
Car8.9,4.22E-17,-0.468095481,0.01,0.122,7.47E-13,9,Car8
Ifi27l2a.9,4.24E-17,-0.538279325,0.33,0.498,7.50E-13,9,Ifi27l2a
Ndnf.9,4.62E-17,0.256937015,0.074,0.022,8.17E-13,9,Ndnf
Ifitm2.9,5.64E-17,0.280612349,0.841,0.784,9.99E-13,9,Ifitm2
Adamts15.9,9.69E-17,-0.464774665,0.036,0.16,1.71E-12,9,Adamts15
Id1.9,1.01E-16,0.273879686,0.102,0.036,1.79E-12,9,Id1
Pxdn.9,1.02E-16,-0.340767741,0.115,0.274,1.80E-12,9,Pxdn
Sertad4.9,1.14E-16,0.347729636,0.141,0.061,2.01E-12,9,Sertad4
Metrnl.9,1.21E-16,-0.484051308,0.141,0.297,2.15E-12,9,Metrnl
Eif4e.9,1.30E-16,-0.428030113,0.094,0.243,2.30E-12,9,Eif4e
Sema3c.9,1.36E-16,-0.607627782,0.322,0.475,2.40E-12,9,Sema3c
Ctsk.9,1.70E-16,-0.503790723,0.327,0.497,3.00E-12,9,Ctsk
Npc2.9,1.94E-16,-0.348135231,0.501,0.651,3.43E-12,9,Npc2
Aopep.9,2.63E-16,0.359063531,0.163,0.075,4.66E-12,9,Aopep
Serpinb6c.9,2.82E-16,0.097661764,0.021,0.003,4.99E-12,9,Serpinb6c
Tmem255b.9,4.43E-16,0.077214367,0.02,0.002,7.83E-12,9,Tmem255b
Prdx6.9,4.57E-16,-0.348242582,0.184,0.356,8.09E-12,9,Prdx6
Snord13.9,4.73E-16,0.458069643,0.144,0.065,8.37E-12,9,Snord13
Bst2.9,4.89E-16,-0.369375033,0.218,0.392,8.66E-12,9,Bst2
Atp6v1e1.9,5.32E-16,-0.328343601,0.138,0.3,9.41E-12,9,Atp6v1e1
Tmeff2.9,6.75E-16,-0.415511863,0.102,0.247,1.19E-11,9,Tmeff2
Dpysl3.9,6.75E-16,0.420818495,0.502,0.404,1.19E-11,9,Dpysl3
Il6.9,6.97E-16,-0.716618874,0.156,0.308,1.23E-11,9,Il6
Mt1.9,7.05E-16,-0.348234717,0.877,0.922,1.25E-11,9,Mt1
Col8a2.9,7.60E-16,0.331867065,0.138,0.06,1.35E-11,9,Col8a2
Ifi204.9,8.33E-16,-0.369845814,0.369,0.533,1.47E-11,9,Ifi204
Trps1.9,8.43E-16,0.329928357,0.156,0.072,1.49E-11,9,Trps1
Ugcg.9,8.89E-16,-0.399545822,0.094,0.236,1.57E-11,9,Ugcg
Spon1.9,9.86E-16,-0.421461805,0.048,0.173,1.75E-11,9,Spon1
Klf9.9,1.05E-15,0.361789432,0.693,0.604,1.85E-11,9,Klf9
Vim.9,1.05E-15,0.236670993,0.949,0.905,1.86E-11,9,Vim
Maf.9,1.06E-15,-0.381372254,0.19,0.357,1.88E-11,9,Maf
C1qtnf6.9,1.43E-15,-0.34550134,0.133,0.288,2.52E-11,9,C1qtnf6
Ccn1.9,1.57E-15,-0.371183687,0.448,0.622,2.77E-11,9,Ccn1
Adamtsl1.9,1.78E-15,-0.22743673,0.095,0.245,3.16E-11,9,Adamtsl1
Rps26.9,1.88E-15,-0.236758626,0.801,0.861,3.33E-11,9,Rps26
Ccl11.9,2.32E-15,-0.567867237,0.251,0.411,4.11E-11,9,Ccl11
Col1a1.9,2.39E-15,-0.573742813,0.929,0.915,4.24E-11,9,Col1a1
Qpct.9,2.56E-15,-0.409147694,0.11,0.251,4.52E-11,9,Qpct
Lima1.9,3.15E-15,-0.364100723,0.412,0.58,5.57E-11,9,Lima1
Hspb8.9,3.45E-15,-0.324033146,0.133,0.288,6.11E-11,9,Hspb8
Pitpnm3.9,3.58E-15,0.050986723,0.011,0.001,6.33E-11,9,Pitpnm3
Wfdc1.9,3.80E-15,0.308459269,0.113,0.046,6.72E-11,9,Wfdc1
Scd1.9,3.98E-15,0.387929451,0.23,0.129,7.05E-11,9,Scd1
Rpl41.9,4.18E-15,-0.226166515,0.887,0.913,7.40E-11,9,Rpl41
Trio.9,4.56E-15,-0.343637308,0.13,0.282,8.06E-11,9,Trio
Fscn1.9,5.01E-15,-0.276565712,0.046,0.168,8.86E-11,9,Fscn1
Fmo1.9,5.30E-15,0.419480288,0.209,0.113,9.38E-11,9,Fmo1
Camk2n1.9,5.42E-15,0.444803038,0.343,0.227,9.59E-11,9,Camk2n1
Opcml.9,5.99E-15,-0.386769983,0.021,0.128,1.06E-10,9,Opcml
Fkbp11.9,7.97E-15,-0.328212322,0.062,0.189,1.41E-10,9,Fkbp11
mt-Nd2.9,9.05E-15,0.270654576,0.772,0.73,1.60E-10,9,mt-Nd2
Adgre5.9,1.10E-14,0.293124901,0.12,0.051,1.94E-10,9,Adgre5
C1qtnf7.9,1.11E-14,0.460748207,0.177,0.09,1.96E-10,9,C1qtnf7
Zbp1.9,1.16E-14,-0.290282903,0.013,0.113,2.06E-10,9,Zbp1
Sytl2.9,1.26E-14,-0.371942639,0.013,0.112,2.23E-10,9,Sytl2
Sfrp4.9,1.56E-14,-0.339529481,0.259,0.426,2.76E-10,9,Sfrp4
Gm48617.9,1.60E-14,0.077091357,0.023,0.003,2.84E-10,9,Gm48617
Tuba1a.9,1.72E-14,0.230284036,0.826,0.79,3.04E-10,9,Tuba1a
Pde8a.9,1.99E-14,-0.360492173,0.059,0.181,3.53E-10,9,Pde8a
Pim1.9,2.04E-14,-0.337733783,0.118,0.263,3.61E-10,9,Pim1
Iigp1.9,2.13E-14,-0.718579511,0.176,0.321,3.77E-10,9,Iigp1
Bean1.9,2.45E-14,0.085167374,0.016,0.002,4.34E-10,9,Bean1
Col3a1.9,2.47E-14,-0.422671474,0.992,0.97,4.38E-10,9,Col3a1
Bin1.9,2.87E-14,-0.305147265,0.103,0.244,5.07E-10,9,Bin1
Acta2.9,3.64E-14,-0.979374597,0.039,0.148,6.44E-10,9,Acta2
Heg1.9,3.68E-14,-0.35685165,0.287,0.458,6.51E-10,9,Heg1
Slc43a3.9,4.26E-14,-0.309257103,0.197,0.363,7.53E-10,9,Slc43a3
S100a16.9,4.34E-14,-0.374435126,0.35,0.514,7.67E-10,9,S100a16
Ckap4.9,4.44E-14,-0.366533716,0.245,0.397,7.85E-10,9,Ckap4
Eef1b2.9,4.44E-14,-0.322264574,0.466,0.616,7.86E-10,9,Eef1b2
Sparc.9,4.49E-14,-0.342068403,0.99,0.982,7.94E-10,9,Sparc
Klhl13.9,4.73E-14,-0.331191906,0.176,0.327,8.37E-10,9,Klhl13
Aif1l.9,4.81E-14,-0.379710742,0.016,0.114,8.51E-10,9,Aif1l
Ssr2.9,5.27E-14,-0.29543095,0.238,0.407,9.33E-10,9,Ssr2
Trim30a.9,5.32E-14,-0.331798712,0.048,0.163,9.41E-10,9,Trim30a
Eef1g.9,5.86E-14,-0.271051851,0.397,0.571,1.04E-09,9,Eef1g
Cxcl10.9,8.11E-14,-0.670564184,0.015,0.11,1.44E-09,9,Cxcl10
Mettl24.9,8.96E-14,0.153547614,0.034,0.007,1.59E-09,9,Mettl24
Osr2.9,8.96E-14,-0.430735383,0.115,0.25,1.59E-09,9,Osr2
Il4ra.9,1.06E-13,-0.360278987,0.062,0.181,1.87E-09,9,Il4ra
Hif1a.9,1.21E-13,-0.352875273,0.177,0.326,2.14E-09,9,Hif1a
Galnt1.9,1.23E-13,-0.262453529,0.115,0.258,2.18E-09,9,Galnt1
Prrt1.9,1.46E-13,0.11358343,0.036,0.008,2.58E-09,9,Prrt1
Slc38a10.9,1.49E-13,-0.248930154,0.148,0.296,2.63E-09,9,Slc38a10
Lgals1.9,1.52E-13,-0.288433949,0.851,0.886,2.69E-09,9,Lgals1
Mt2.9,1.59E-13,-0.395143354,0.782,0.863,2.81E-09,9,Mt2
Ppic.9,1.61E-13,-0.322215356,0.363,0.513,2.85E-09,9,Ppic
