,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
Timp1.1,0,1.269809965,0.633,0.245,0,1,Timp1
Cthrc1.1,0,0.832032482,0.557,0.197,0,1,Cthrc1
Col1a1.1,0,0.780333952,0.984,0.902,0,1,Col1a1
Col3a1.1,0,0.732080624,0.996,0.966,0,1,Col3a1
Bgn.1,0,0.679965987,0.901,0.6,0,1,Bgn
Lrrc15.1,0,0.627759224,0.311,0.068,0,1,Lrrc15
Col1a2.1,0,0.616805362,0.998,0.964,0,1,Col1a2
Col5a2.1,0,0.593590164,0.901,0.711,0,1,Col5a2
Sparc.1,0,0.575457684,0.996,0.98,0,1,Sparc
Postn.1,2.79E-302,0.704041244,0.853,0.558,4.94E-298,1,Postn
Ptn.1,3.78E-295,0.886758222,0.475,0.17,6.70E-291,1,Ptn
Cxcl5.1,4.69E-281,1.059221801,0.242,0.048,8.30E-277,1,Cxcl5
Adam12.1,2.62E-275,0.457703176,0.313,0.08,4.64E-271,1,Adam12
Serpinh1.1,2.23E-272,0.471438434,0.948,0.842,3.95E-268,1,Serpinh1
Gsn.1,1.32E-260,-0.631067291,0.948,0.96,2.33E-256,1,Gsn
Mif.1,1.71E-260,0.732149246,0.568,0.259,3.03E-256,1,Mif
Lgals3.1,2.04E-257,0.630261487,0.427,0.152,3.61E-253,1,Lgals3
Angptl4.1,2.71E-255,0.616364586,0.457,0.173,4.80E-251,1,Angptl4
Cd44.1,1.13E-254,0.801791331,0.579,0.266,2.00E-250,1,Cd44
Fxyd5.1,3.73E-248,0.650292916,0.484,0.195,6.60E-244,1,Fxyd5
Crabp2.1,1.72E-245,0.573790968,0.188,0.032,3.04E-241,1,Crabp2
Saa3.1,2.92E-233,1.664724585,0.329,0.104,5.18E-229,1,Saa3
Cd63.1,1.67E-227,0.460173707,0.914,0.794,2.96E-223,1,Cd63
Fkbp11.1,8.03E-227,0.50337162,0.398,0.144,1.42E-222,1,Fkbp11
Lox.1,6.60E-223,0.531602395,0.682,0.365,1.17E-218,1,Lox
Aqp1.1,3.81E-212,0.463402904,0.167,0.029,6.75E-208,1,Aqp1
S100a4.1,2.44E-206,0.818670074,0.439,0.186,4.32E-202,1,S100a4
Actn1.1,3.65E-206,0.441065797,0.387,0.142,6.47E-202,1,Actn1
Sh3bgrl3.1,4.38E-199,0.573729465,0.464,0.208,7.75E-195,1,Sh3bgrl3
Slc39a14.1,8.27E-199,0.463018277,0.32,0.106,1.46E-194,1,Slc39a14
Lgals1.1,2.69E-197,0.495971777,0.942,0.874,4.77E-193,1,Lgals1
Fscn1.1,2.50E-196,0.391460505,0.356,0.127,4.43E-192,1,Fscn1
Tnc.1,8.95E-196,0.744007956,0.382,0.149,1.58E-191,1,Tnc
Ckap4.1,9.62E-193,0.542601309,0.623,0.347,1.70E-188,1,Ckap4
Hif1a.1,1.33E-191,0.508905245,0.556,0.275,2.35E-187,1,Hif1a
Emb.1,1.12E-189,0.556717453,0.511,0.238,1.98E-185,1,Emb
Hp.1,3.35E-186,0.956590953,0.242,0.069,5.94E-182,1,Hp
Uck2.1,3.77E-185,0.248477153,0.188,0.042,6.68E-181,1,Uck2
P4ha3.1,1.10E-182,0.322310095,0.249,0.071,1.95E-178,1,P4ha3
Gstm1.1,4.00E-179,-0.766964014,0.356,0.586,7.08E-175,1,Gstm1
Runx1.1,2.90E-178,0.388264618,0.409,0.166,5.13E-174,1,Runx1
Csgalnact1.1,1.65E-177,0.375765362,0.308,0.105,2.92E-173,1,Csgalnact1
Col5a1.1,7.20E-175,0.469662881,0.808,0.594,1.27E-170,1,Col5a1
Sept9.1,3.51E-174,0.269841877,0.231,0.064,6.21E-170,1,9-Sep
Spp1.1,6.16E-173,1.153986244,0.178,0.042,1.09E-168,1,Spp1
Chl1.1,1.51E-172,0.504565107,0.22,0.061,2.67E-168,1,Chl1
Tnn.1,7.61E-172,0.36864505,0.138,0.024,1.35E-167,1,Tnn
Ccn4.1,3.15E-171,0.241181935,0.216,0.057,5.58E-167,1,Ccn4
Cxcl12.1,1.86E-170,0.709933159,0.627,0.366,3.29E-166,1,Cxcl12
Cdh11.1,8.30E-169,0.39437938,0.379,0.15,1.47E-164,1,Cdh11
Pkm.1,4.80E-168,0.523538328,0.584,0.324,8.50E-164,1,Pkm
Tmem176b.1,2.33E-167,0.42269156,0.49,0.229,4.12E-163,1,Tmem176b
Barx2.1,1.82E-166,0.222721719,0.12,0.018,3.21E-162,1,Barx2
Ccl8.1,5.70E-164,0.693711712,0.362,0.149,1.01E-159,1,Ccl8
Pdia5.1,1.28E-163,0.315165429,0.292,0.101,2.27E-159,1,Pdia5
Col18a1.1,3.32E-161,0.45288586,0.37,0.151,5.87E-157,1,Col18a1
Rbp1.1,9.76E-161,0.509508304,0.458,0.215,1.73E-156,1,Rbp1
P4hb.1,2.27E-160,0.421864362,0.806,0.601,4.02E-156,1,P4hb
F2rl1.1,1.35E-159,0.288757956,0.132,0.024,2.39E-155,1,F2rl1
Matn2.1,5.97E-159,0.311470728,0.349,0.135,1.06E-154,1,Matn2
Bcat1.1,2.92E-158,0.226730547,0.161,0.036,5.16E-154,1,Bcat1
Fhl2.1,6.63E-158,0.281542286,0.22,0.063,1.17E-153,1,Fhl2
Acp5.1,7.54E-156,0.343766627,0.216,0.063,1.33E-151,1,Acp5
Nrep.1,1.98E-155,0.553324713,0.443,0.209,3.51E-151,1,Nrep
Slc16a3.1,1.80E-153,0.24975636,0.144,0.03,3.19E-149,1,Slc16a3
Kdelr3.1,4.66E-151,0.376256831,0.443,0.207,8.25E-147,1,Kdelr3
Ier3.1,1.61E-150,0.519342607,0.639,0.383,2.85E-146,1,Ier3
Tpm2.1,3.34E-150,0.139711238,0.373,0.159,5.92E-146,1,Tpm2
Mmp14.1,3.13E-149,0.481788244,0.799,0.56,5.55E-145,1,Mmp14
Sdc1.1,3.19E-149,0.314621642,0.269,0.093,5.64E-145,1,Sdc1
Zbtb20.1,6.75E-149,-0.479082766,0.718,0.815,1.20E-144,1,Zbtb20
C1qtnf6.1,7.86E-149,0.386033002,0.494,0.243,1.39E-144,1,C1qtnf6
Vcam1.1,2.41E-147,0.263345418,0.347,0.138,4.27E-143,1,Vcam1
Ogn.1,7.13E-147,-0.530951175,0.737,0.82,1.26E-142,1,Ogn
Enah.1,5.00E-146,0.336874696,0.34,0.138,8.85E-142,1,Enah
Ppic.1,1.09E-145,0.409197702,0.723,0.467,1.92E-141,1,Ppic
Nxn.1,7.66E-145,0.234293398,0.182,0.048,1.36E-140,1,Nxn
Mmp3.1,9.51E-145,1.055696436,0.499,0.278,1.68E-140,1,Mmp3
Prdx4.1,7.35E-144,0.377100073,0.481,0.237,1.30E-139,1,Prdx4
Ctsb.1,9.62E-143,0.441733764,0.889,0.749,1.70E-138,1,Ctsb
Pcolce2.1,1.53E-142,-0.764582559,0.269,0.496,2.71E-138,1,Pcolce2
Palld.1,2.33E-142,0.342501517,0.531,0.271,4.12E-138,1,Palld
Rcn3.1,2.90E-142,0.411986975,0.79,0.584,5.12E-138,1,Rcn3
Eno1.1,8.14E-141,0.436242162,0.314,0.127,1.44E-136,1,Eno1
Tpm1.1,1.11E-139,0.149667841,0.678,0.431,1.96E-135,1,Tpm1
Ssr2.1,8.33E-139,0.395279692,0.615,0.36,1.47E-134,1,Ssr2
Sfrp1.1,2.90E-138,0.642320889,0.469,0.243,5.13E-134,1,Sfrp1
Fkbp10.1,3.12E-138,0.342428592,0.395,0.179,5.52E-134,1,Fkbp10
Runx2.1,4.83E-138,0.201451955,0.135,0.029,8.56E-134,1,Runx2
Dram1.1,1.40E-137,0.360127046,0.326,0.134,2.47E-133,1,Dram1
Clec3b.1,1.57E-137,-0.565925273,0.674,0.759,2.77E-133,1,Clec3b
Ociad2.1,2.25E-137,0.265500306,0.154,0.037,3.98E-133,1,Ociad2
Tmem176a.1,2.62E-137,0.318749638,0.364,0.155,4.63E-133,1,Tmem176a
Dclk1.1,1.13E-135,0.396214148,0.555,0.302,2.00E-131,1,Dclk1
P4ha2.1,9.53E-135,0.384504523,0.463,0.232,1.69E-130,1,P4ha2
Vmp1.1,2.66E-134,0.347010651,0.462,0.229,4.71E-130,1,Vmp1
Rcn1.1,8.17E-134,0.371480503,0.582,0.332,1.45E-129,1,Rcn1
Col27a1.1,3.40E-133,0.259507528,0.217,0.069,6.01E-129,1,Col27a1
Ctsk.1,3.52E-131,0.586637644,0.697,0.452,6.23E-127,1,Ctsk
Ccdc80.1,9.50E-131,0.348927421,0.843,0.6,1.68E-126,1,Ccdc80
H19.1,3.12E-130,0.648227908,0.448,0.23,5.52E-126,1,H19
Lgmn.1,4.60E-130,0.35082935,0.345,0.15,8.14E-126,1,Lgmn
Brinp3.1,5.15E-130,0.182747774,0.093,0.014,9.12E-126,1,Brinp3
Sec61b.1,6.21E-130,0.428103279,0.68,0.461,1.10E-125,1,Sec61b
Plod2.1,7.50E-129,0.384702107,0.516,0.274,1.33E-124,1,Plod2
Vcan.1,3.19E-128,0.430868666,0.634,0.394,5.65E-124,1,Vcan
Il1rl1.1,5.98E-128,0.468329104,0.161,0.043,1.06E-123,1,Il1rl1
Nudcd2.1,3.02E-126,0.27488448,0.311,0.127,5.34E-122,1,Nudcd2
Efemp2.1,6.22E-126,0.360521282,0.516,0.278,1.10E-121,1,Efemp2
Pi16.1,1.10E-125,-1.115202803,0.565,0.656,1.94E-121,1,Pi16
Sfrp2.1,1.98E-125,0.502230253,0.521,0.293,3.51E-121,1,Sfrp2
Lman1.1,6.96E-124,0.393258414,0.612,0.378,1.23E-119,1,Lman1
P3h1.1,1.21E-122,0.246263305,0.321,0.134,2.15E-118,1,P3h1
Serpina3n.1,1.22E-122,0.510384403,0.319,0.141,2.15E-118,1,Serpina3n
Rnf150.1,2.09E-121,0.233009182,0.192,0.06,3.70E-117,1,Rnf150
Ostc.1,9.13E-121,0.355164877,0.618,0.378,1.62E-116,1,Ostc
Rrbp1.1,1.19E-120,0.303945203,0.917,0.813,2.10E-116,1,Rrbp1
Abracl.1,8.31E-120,0.299008969,0.342,0.152,1.47E-115,1,Abracl
Nek6.1,9.80E-120,0.232870206,0.218,0.075,1.73E-115,1,Nek6
Lhfpl2.1,9.10E-119,0.284468516,0.291,0.118,1.61E-114,1,Lhfpl2
Col16a1.1,1.24E-118,0.328176121,0.516,0.28,2.20E-114,1,Col16a1
Hhipl1.1,2.60E-118,0.217044469,0.183,0.057,4.60E-114,1,Hhipl1
Steap1.1,3.74E-118,0.165342224,0.127,0.029,6.62E-114,1,Steap1
Col12a1.1,3.32E-117,0.242058997,0.404,0.193,5.88E-113,1,Col12a1
Anxa5.1,2.69E-116,0.359810547,0.854,0.691,4.76E-112,1,Anxa5
Cd276.1,1.00E-115,0.195929273,0.193,0.063,1.77E-111,1,Cd276
Lrrc32.1,1.98E-115,0.199672959,0.199,0.065,3.50E-111,1,Lrrc32
Tpi1.1,3.48E-115,0.378835984,0.469,0.253,6.15E-111,1,Tpi1
Col6a3.1,6.40E-114,0.370098102,0.838,0.658,1.13E-109,1,Col6a3
Vim.1,7.03E-114,0.302934715,0.964,0.896,1.25E-109,1,Vim
Tmem167.1,1.30E-113,0.289900185,0.537,0.298,2.30E-109,1,Tmem167
Plpp3.1,2.12E-113,-0.604227649,0.732,0.764,3.74E-109,1,Plpp3
Mical2.1,1.78E-111,0.183672321,0.142,0.038,3.14E-107,1,Mical2
Eif4ebp1.1,2.46E-110,0.25576441,0.33,0.148,4.36E-106,1,Eif4ebp1
Il2rg.1,7.11E-110,0.171916194,0.087,0.015,1.26E-105,1,Il2rg
Lmna.1,7.22E-110,0.309054492,0.745,0.523,1.28E-105,1,Lmna
Layn.1,1.52E-109,0.252041852,0.215,0.077,2.68E-105,1,Layn
Il1r1.1,2.81E-109,0.299569685,0.379,0.182,4.98E-105,1,Il1r1
Gjb5.1,3.50E-109,0.127365375,0.071,0.009,6.19E-105,1,Gjb5
Ctsc.1,1.44E-108,0.25296632,0.126,0.031,2.54E-104,1,Ctsc
Rnf19b.1,5.63E-107,0.286688447,0.34,0.155,9.96E-103,1,Rnf19b
Serp1.1,1.80E-106,0.334378784,0.551,0.326,3.19E-102,1,Serp1
Thbs2.1,2.56E-106,0.261527479,0.616,0.371,4.53E-102,1,Thbs2
Fbln7.1,1.24E-105,0.391742278,0.374,0.186,2.19E-101,1,Fbln7
Lrrfip1.1,7.22E-105,0.23557899,0.282,0.119,1.28E-100,1,Lrrfip1
Tcim.1,1.03E-104,0.168346667,0.135,0.036,1.83E-100,1,Tcim
Tm4sf1.1,1.93E-104,0.42297077,0.454,0.248,3.41E-100,1,Tm4sf1
Igfbp6.1,3.09E-104,-0.457037916,0.82,0.827,5.47E-100,1,Igfbp6
Ldha.1,1.49E-103,0.364981386,0.724,0.512,2.63E-99,1,Ldha
Ccn5.1,2.30E-103,0.311902115,0.305,0.137,4.07E-99,1,Ccn5
Prelid1.1,2.37E-102,0.296368688,0.44,0.235,4.20E-98,1,Prelid1
Ugcg.1,5.04E-102,0.317220993,0.395,0.2,8.91E-98,1,Ugcg
Glipr1.1,1.50E-101,0.102003363,0.062,0.008,2.66E-97,1,Glipr1
Mcub.1,2.89E-101,0.19227923,0.189,0.065,5.12E-97,1,Mcub
Cyp7b1.1,4.14E-101,0.180980068,0.121,0.031,7.32E-97,1,Cyp7b1
Npm1.1,1.15E-100,0.336336332,0.777,0.602,2.03E-96,1,Npm1
Anxa3.1,1.28E-100,-0.869081236,0.361,0.492,2.26E-96,1,Anxa3
Nans.1,6.15E-100,0.219288265,0.291,0.127,1.09E-95,1,Nans
Ccl7.1,1.60E-99,0.306892339,0.589,0.36,2.83E-95,1,Ccl7
Ak2.1,3.89E-99,0.225352436,0.303,0.136,6.88E-95,1,Ak2
Casp3.1,7.82E-99,0.211985243,0.228,0.089,1.38E-94,1,Casp3
Mdk.1,1.46E-98,0.436804624,0.326,0.157,2.59E-94,1,Mdk
Gpx7.1,1.71E-98,0.262991153,0.423,0.221,3.02E-94,1,Gpx7
Ddit4.1,2.19E-98,0.221072997,0.237,0.094,3.88E-94,1,Ddit4
Malat1.1,1.86E-97,-0.242459021,0.994,0.995,3.29E-93,1,Malat1
Sh3pxd2a.1,3.16E-97,0.237218689,0.266,0.113,5.59E-93,1,Sh3pxd2a
Cstb.1,3.52E-97,0.277750403,0.623,0.394,6.23E-93,1,Cstb
Pgk1.1,1.75E-96,0.206743003,0.163,0.054,3.09E-92,1,Pgk1
Cyp1b1.1,3.22E-96,0.289486067,0.247,0.103,5.70E-92,1,Cyp1b1
Higd1a.1,3.47E-96,0.275293002,0.297,0.136,6.14E-92,1,Higd1a
Dnajc25.1,8.03E-96,0.230747057,0.411,0.211,1.42E-91,1,Dnajc25
AI506816.1,1.64E-95,0.222524232,0.232,0.093,2.91E-91,1,AI506816
Dap.1,3.35E-95,0.281659538,0.532,0.311,5.93E-91,1,Dap
Hdlbp.1,3.56E-95,0.327898621,0.669,0.451,6.30E-91,1,Hdlbp
Surf4.1,7.99E-95,0.261444532,0.473,0.263,1.41E-90,1,Surf4
Cmpk1.1,1.01E-94,0.224936158,0.341,0.164,1.79E-90,1,Cmpk1
Col8a1.1,1.59E-94,0.206842636,0.38,0.188,2.82E-90,1,Col8a1
Emilin1.1,1.67E-94,0.232902963,0.288,0.129,2.96E-90,1,Emilin1
Tnfrsf23.1,2.85E-94,0.160643983,0.113,0.029,5.04E-90,1,Tnfrsf23
Col5a3.1,4.43E-94,0.44440101,0.79,0.629,7.84E-90,1,Col5a3
Serf1.1,4.67E-94,0.2264044,0.334,0.159,8.26E-90,1,Serf1
Tceal9.1,5.30E-94,0.292798799,0.683,0.461,9.38E-90,1,Tceal9
Tagln2.1,1.18E-93,0.354928276,0.696,0.506,2.08E-89,1,Tagln2
Sema3c.1,1.58E-93,-0.863638302,0.362,0.491,2.80E-89,1,Sema3c
Smpd3.1,1.67E-93,-0.969178865,0.046,0.202,2.96E-89,1,Smpd3
Masp1.1,6.23E-93,0.243023528,0.12,0.033,1.10E-88,1,Masp1
Kdelr2.1,1.49E-92,0.300805473,0.591,0.372,2.64E-88,1,Kdelr2
Cdk6.1,3.42E-92,0.137735594,0.132,0.038,6.06E-88,1,Cdk6
Sema7a.1,4.15E-92,0.120317322,0.065,0.01,7.34E-88,1,Sema7a
Maged1.1,4.95E-92,0.273774832,0.572,0.349,8.76E-88,1,Maged1
Rian.1,6.42E-92,0.236580057,0.343,0.167,1.14E-87,1,Rian
Ecscr.1,7.53E-92,0.182022354,0.279,0.123,1.33E-87,1,Ecscr
S1pr1.1,8.37E-92,0.0940826,0.059,0.008,1.48E-87,1,S1pr1
Pfn1.1,9.40E-92,0.32429611,0.761,0.586,1.66E-87,1,Pfn1
Acot7.1,5.25E-91,0.133885695,0.123,0.034,9.29E-87,1,Acot7
Nme1.1,7.59E-91,0.312108772,0.462,0.264,1.34E-86,1,Nme1
Copz2.1,9.73E-91,0.282902421,0.508,0.294,1.72E-86,1,Copz2
Copb2.1,2.95E-90,0.264920111,0.515,0.302,5.22E-86,1,Copb2
Fstl1.1,6.22E-90,0.238624049,0.964,0.888,1.10E-85,1,Fstl1
Aprt.1,6.73E-90,0.231036168,0.349,0.174,1.19E-85,1,Aprt
Pla1a.1,1.21E-89,-0.856483612,0.189,0.346,2.13E-85,1,Pla1a
Aebp1.1,1.51E-89,0.341722449,0.93,0.78,2.67E-85,1,Aebp1
Ly6e.1,1.85E-89,0.313812873,0.79,0.603,3.27E-85,1,Ly6e
Igfbp5.1,2.55E-89,-0.825741684,0.636,0.704,4.51E-85,1,Igfbp5
Ikbip.1,1.63E-88,0.247745387,0.459,0.254,2.88E-84,1,Ikbip
Marcksl1.1,1.96E-88,0.113790134,0.243,0.102,3.47E-84,1,Marcksl1
Riok3.1,2.09E-88,0.186598316,0.343,0.169,3.71E-84,1,Riok3
Scara5.1,2.58E-88,-0.649510806,0.286,0.446,4.57E-84,1,Scara5
Uox.1,2.77E-88,0.098086769,0.047,0.005,4.91E-84,1,Uox
Lrrc17.1,5.94E-88,0.331708587,0.49,0.29,1.05E-83,1,Lrrc17
Tceal8.1,7.02E-88,0.260149263,0.515,0.303,1.24E-83,1,Tceal8
Bsg.1,8.28E-88,0.29802861,0.769,0.566,1.47E-83,1,Bsg
Plaur.1,1.60E-87,0.122123407,0.119,0.033,2.83E-83,1,Plaur
Plpp5.1,1.76E-87,0.186605967,0.25,0.108,3.11E-83,1,Plpp5
Tuba1c.1,1.85E-87,0.215137075,0.382,0.198,3.27E-83,1,Tuba1c
Tpm4.1,3.72E-87,0.382671825,0.665,0.487,6.58E-83,1,Tpm4
Ccl2.1,4.56E-87,0.405610487,0.432,0.246,8.06E-83,1,Ccl2
Srm.1,6.02E-87,0.20963305,0.317,0.152,1.07E-82,1,Srm
Mfap2.1,7.49E-87,0.372895003,0.586,0.375,1.33E-82,1,Mfap2
Rdh10.1,7.88E-87,0.217164723,0.205,0.081,1.39E-82,1,Rdh10
Tubb5.1,1.07E-86,0.276577314,0.577,0.364,1.89E-82,1,Tubb5
Dnm3os.1,1.08E-86,0.249782715,0.246,0.106,1.91E-82,1,Dnm3os
Rgcc.1,1.22E-86,0.14532307,0.177,0.065,2.17E-82,1,Rgcc
Myh9.1,1.41E-86,0.195499927,0.397,0.209,2.50E-82,1,Myh9
Gsto1.1,2.13E-86,0.160338711,0.186,0.069,3.77E-82,1,Gsto1
Cyb5r3.1,2.66E-86,0.315957649,0.664,0.447,4.71E-82,1,Cyb5r3
Tmed3.1,2.91E-86,0.282917844,0.637,0.423,5.15E-82,1,Tmed3
Anxa2.1,2.97E-86,0.403859781,0.852,0.745,5.26E-82,1,Anxa2
Gapdh.1,3.34E-86,0.301980291,0.414,0.235,5.92E-82,1,Gapdh
Serpine1.1,4.28E-86,0.310658342,0.408,0.223,7.57E-82,1,Serpine1
Gpr176.1,5.51E-86,0.10724011,0.084,0.018,9.76E-82,1,Gpr176
Anxa8.1,1.27E-85,0.235398213,0.099,0.025,2.24E-81,1,Anxa8
Mmp9.1,1.49E-85,0.133237919,0.05,0.006,2.64E-81,1,Mmp9
Mydgf.1,2.04E-85,0.233375967,0.492,0.281,3.60E-81,1,Mydgf
Pfkl.1,2.27E-85,0.134186685,0.108,0.029,4.02E-81,1,Pfkl
Ssr3.1,5.00E-85,0.302085454,0.662,0.459,8.85E-81,1,Ssr3
Mmp19.1,1.23E-84,0.162654617,0.163,0.058,2.18E-80,1,Mmp19
Cebpd.1,1.31E-84,-0.464369501,0.696,0.753,2.31E-80,1,Cebpd
Ift20.1,2.22E-84,0.257013496,0.532,0.32,3.94E-80,1,Ift20
Pdzrn3.1,3.21E-84,0.208630572,0.242,0.105,5.69E-80,1,Pdzrn3
Syngr2.1,4.18E-84,0.160034938,0.217,0.089,7.40E-80,1,Syngr2
Egr1.1,9.93E-84,-0.321902375,0.933,0.931,1.76E-79,1,Egr1
Pafah1b3.1,1.16E-83,0.147468793,0.129,0.039,2.05E-79,1,Pafah1b3
Lbh.1,1.88E-83,0.144678087,0.195,0.076,3.33E-79,1,Lbh
Manf.1,2.37E-83,0.314204869,0.674,0.469,4.20E-79,1,Manf
Tmem258.1,2.69E-83,0.290191407,0.636,0.428,4.76E-79,1,Tmem258
Sox4.1,3.31E-83,0.232802776,0.343,0.174,5.86E-79,1,Sox4
Col24a1.1,3.61E-83,0.095145278,0.061,0.01,6.39E-79,1,Col24a1
Ddb1.1,4.63E-83,0.240308326,0.482,0.279,8.20E-79,1,Ddb1
Tes.1,6.15E-83,0.163782301,0.131,0.041,1.09E-78,1,Tes
Pdia4.1,9.13E-83,0.280029794,0.566,0.354,1.62E-78,1,Pdia4
Loxl2.1,2.11E-82,0.481169858,0.762,0.619,3.73E-78,1,Loxl2
Erp29.1,4.67E-82,0.229274227,0.5,0.292,8.27E-78,1,Erp29
Ripk3.1,4.74E-82,0.121930938,0.109,0.03,8.39E-78,1,Ripk3
Dpysl3.1,1.68E-81,0.283928607,0.589,0.372,2.97E-77,1,Dpysl3
Dkk3.1,2.19E-81,0.208185487,0.262,0.119,3.88E-77,1,Dkk3
Arpc1b.1,3.73E-81,0.265780143,0.78,0.596,6.61E-77,1,Arpc1b
Lrrc59.1,7.02E-81,0.185758287,0.219,0.092,1.24E-76,1,Lrrc59
Cpz.1,9.13E-81,0.217197811,0.134,0.044,1.62E-76,1,Cpz
Nrp2.1,1.09E-80,0.145817366,0.149,0.051,1.93E-76,1,Nrp2
Cd63-ps.1,1.29E-80,0.197148946,0.402,0.216,2.28E-76,1,Cd63-ps
Klf4.1,1.39E-80,-0.384613332,0.791,0.821,2.46E-76,1,Klf4
Grem2.1,1.39E-80,0.152235715,0.153,0.053,2.47E-76,1,Grem2
Ssr4.1,2.11E-80,0.248356568,0.547,0.335,3.73E-76,1,Ssr4
Snhg18.1,2.26E-80,0.199758832,0.439,0.243,3.99E-76,1,Snhg18
Mgst3.1,2.73E-80,0.179296006,0.216,0.091,4.82E-76,1,Mgst3
Pxdn.1,4.86E-80,0.238087319,0.427,0.238,8.59E-76,1,Pxdn
Rps27l.1,9.09E-80,0.26565197,0.683,0.472,1.61E-75,1,Rps27l
Pdia6.1,2.35E-79,0.299897092,0.73,0.543,4.17E-75,1,Pdia6
Ranbp1.1,3.56E-79,0.261019033,0.527,0.325,6.30E-75,1,Ranbp1
Eny2.1,3.95E-79,0.188529755,0.424,0.233,7.00E-75,1,Eny2
Wls.1,5.58E-79,0.283497248,0.58,0.375,9.87E-75,1,Wls
Sec13.1,5.73E-79,0.237081407,0.459,0.267,1.01E-74,1,Sec13
Tnfsf11.1,6.90E-79,0.102621918,0.04,0.004,1.22E-74,1,Tnfsf11
Itga5.1,7.44E-79,0.190855694,0.227,0.099,1.32E-74,1,Itga5
Slit2.1,1.88E-78,0.178341749,0.084,0.019,3.32E-74,1,Slit2
B4galt5.1,1.95E-78,0.197906786,0.223,0.096,3.45E-74,1,B4galt5
Col6a2.1,4.38E-78,0.27512612,0.848,0.696,7.75E-74,1,Col6a2
Colgalt1.1,5.37E-78,0.182134767,0.291,0.14,9.51E-74,1,Colgalt1
Sept11.1,1.01E-77,0.211975066,0.58,0.362,1.78E-73,1,11-Sep
Gpr180.1,1.18E-77,0.190186023,0.292,0.141,2.09E-73,1,Gpr180
Sphk1.1,2.08E-77,0.144158852,0.127,0.04,3.68E-73,1,Sphk1
Spcs1.1,2.11E-77,0.233241192,0.576,0.36,3.73E-73,1,Spcs1
Golt1b.1,2.24E-77,0.160211083,0.26,0.12,3.96E-73,1,Golt1b
Eif6.1,3.45E-77,0.186574186,0.341,0.176,6.11E-73,1,Eif6
Hspe1.1,4.22E-77,0.24388028,0.544,0.34,7.47E-73,1,Hspe1
Cd109.1,1.00E-76,0.16419403,0.136,0.046,1.77E-72,1,Cd109
Atxn1.1,1.97E-76,0.165975882,0.151,0.054,3.48E-72,1,Atxn1
Bach1.1,2.56E-76,0.15428941,0.286,0.137,4.54E-72,1,Bach1
Fabp5.1,2.61E-76,0.271125374,0.12,0.037,4.63E-72,1,Fabp5
Casp6.1,5.03E-76,0.132738755,0.135,0.045,8.91E-72,1,Casp6
Glipr2.1,7.68E-76,0.220718377,0.395,0.216,1.36E-71,1,Glipr2
Timp3.1,9.47E-76,-0.60788383,0.201,0.355,1.68E-71,1,Timp3
Pbdc1.1,1.08E-75,0.194548393,0.372,0.198,1.91E-71,1,Pbdc1
Tubb2b.1,1.33E-75,0.16565553,0.243,0.111,2.35E-71,1,Tubb2b
Eif4e2.1,1.64E-75,0.194201972,0.417,0.232,2.90E-71,1,Eif4e2
Timm10b.1,1.78E-75,0.194694077,0.37,0.198,3.15E-71,1,Timm10b
Uso1.1,3.07E-75,0.183264608,0.372,0.199,5.43E-71,1,Uso1
Swi5.1,3.51E-75,0.229808726,0.628,0.416,6.20E-71,1,Swi5
Efhd1.1,5.38E-75,-0.603116027,0.072,0.208,9.52E-71,1,Efhd1
Rai14.1,6.37E-75,0.188161942,0.211,0.091,1.13E-70,1,Rai14
Gars.1,6.90E-75,0.187386885,0.288,0.14,1.22E-70,1,Gars
Pofut2.1,1.45E-74,0.183892791,0.415,0.229,2.57E-70,1,Pofut2
Calr.1,2.62E-74,0.241757462,0.908,0.806,4.64E-70,1,Calr
Myo5a.1,3.20E-74,0.160057331,0.293,0.142,5.66E-70,1,Myo5a
Actr3.1,4.80E-74,0.213872757,0.449,0.26,8.50E-70,1,Actr3
Cav1.1,5.67E-74,0.320744903,0.361,0.202,1.00E-69,1,Cav1
Snhg6.1,9.81E-74,0.157514248,0.264,0.124,1.74E-69,1,Snhg6
Trabd2b.1,1.17E-73,0.159334656,0.19,0.078,2.07E-69,1,Trabd2b
Hmcn1.1,1.35E-73,0.179849671,0.135,0.046,2.39E-69,1,Hmcn1
Pdia3.1,1.92E-73,0.260257212,0.863,0.722,3.41E-69,1,Pdia3
Slpi.1,2.03E-73,0.118276254,0.048,0.006,3.59E-69,1,Slpi
Sra1.1,2.46E-73,0.207686695,0.404,0.224,4.36E-69,1,Sra1
Yipf5.1,2.85E-73,0.195371223,0.438,0.249,5.04E-69,1,Yipf5
Pcsk6.1,3.79E-73,-0.609490826,0.158,0.305,6.71E-69,1,Pcsk6
Loxl3.1,6.63E-73,0.187716309,0.283,0.139,1.17E-68,1,Loxl3
Snap23.1,9.00E-73,0.144893052,0.283,0.137,1.59E-68,1,Snap23
Alg5.1,1.02E-72,0.155722989,0.255,0.12,1.80E-68,1,Alg5
Panx1.1,1.02E-72,0.149735427,0.176,0.07,1.81E-68,1,Panx1
Prrx2.1,1.13E-72,0.16855997,0.209,0.091,2.00E-68,1,Prrx2
Slc39a13.1,1.18E-72,0.174943895,0.349,0.183,2.09E-68,1,Slc39a13
