"Human_Ensembl_ID"	"Mouse_Ensembl_ID"	"Human_Gene_Name"	"Mouse_Gene_Name"
"ENSG00000124762"	"ENSMUSG00000023067"	"CDKN1A"	"Cdkn1a"
